name	x	y	z
AFz	3.3301005630000002	63.63043004	114.974507
Fp1	-28.08051666	84.22306573	77.99482108
Fp2	34.12595599	83.72906791	81.98946104
AF3	-33.87136605	58.36503137	105.32302709999999
AF4	34.96779223	64.45994667	105.428676
F7	-63.14443282	43.12365185	73.32118218
F3	-38.71947112	28.24207066	116.2605168
Fz	1.985835414	32.08201221	128.3666214
F4	44.67653348	37.27988029	115.2430557
F8	67.84938846	46.42337098	73.99598032
FC5	-66.21580574	10.96061523	90.72048179
FC1	-22.4094908	-3.508342854	126.4616912
FC2	28.20003412	-2.576511361	127.7938345
FC6	72.79095845	16.39258179	89.44465084
T7	-72.94655706	-7.695558427000001	50.14559993
C3	-55.78156482	-31.048295	108.65903109999999
Cz	3.85418931	-41.5190467	130.39879969999998
C4	62.78586521	-23.14547966	110.81187620000001
T8	79.45213542	-3.8764462980000003	51.73426434
CP5	-70.21965903	-47.70645315	67.97381157
CP1	-27.37816365	-68.7152497	108.2467913
CP2	34.93297181	-71.48253592	103.389422
CP6	77.7834059	-48.700164	74.92133451
P7	-64.25760652	-52.95752259	26.20631213
P3	-45.59912197	-76.51632977	72.73925673
Pz	2.312056847	-84.54846653	79.02655821
P4	49.11915664	-73.20608696	75.38745300000001
P8	66.2058517	-48.43609352	26.29281625
PO3	-31.68174476	-82.32716117	39.92724336
PO4	40.01239706	-75.21138413	38.12230408
O1	-20.91254437	-76.64742822	6.810316729
O2	33.48646202	-71.9129897	7.049311585
AF7	-50.60061188	67.97198031	78.96919053
AF8	53.90079813	72.78263436	76.88032825
F5	-56.27369838	36.29276564	97.68941303
F1	-19.74143865	31.66481622	123.9130419
F2	28.81903303	31.19809357	124.1077639
F6	62.14124781	41.51366944	96.90184431
FT7	-68.27277819	17.59098551	56.10064033
FC3	-48.77952526	-0.59679267	112.693051
FCz	3.8756243360000004	-4.906364694	131.5004417
FC4	53.96901043	5.88757138	115.5753918
FT8	75.72960845	20.07368578	59.64000714
C5	-73.55629633	-18.9363004	82.86261124
C1	-28.44800876	-36.40191426	124.7056067
C2	35.42027443	-36.77844921	125.05753059999999
C6	78.20358328	-14.00478621	84.74708293
TP7	-71.50297868	-36.97320477	39.57534767
CP3	-52.71412722	-61.97528644	94.33443992
CPz	2.766267233	-74.61700637	106.7186216
CP4	60.64628197	-56.15527981	98.1289757
TP8	81.43833513	-35.58623528	43.16254943
P5	-60.28125066	-64.91066916	53.25134389
P1	-24.76728864	-82.75175668	76.52614557
P2	30.4696146	-81.00586753	77.99484481
P6	60.22218296	-60.59077043	52.93351487
PO7	-45.53311765	-68.74146745	15.03608985
POz	1.716836619	-87.53027389	39.8611305
PO8	48.230639000000004	-65.31507051	18.73771386
Oz	7.614139773	-78.52127066	7.219290792000001
P9	-54.46895981	-39.95064238	-9.598293721000001
P10	63.32873456	-39.85762362	-9.743791933999999
TP9	-65.72250319	-18.97248296	3.3550140089999996
