onset	duration	trial_type	response_time	stim_file
6.0133	3.0003	face1r1ext_st	N/A	face1r1ext_st.mat
12.026	3.0003.1	animal2r4ext_st	N/A	animal2r4ext_st.mat
18.039	3.0003.2	face2r2ext_st	N/A	face2r2ext_st.mat
21.045	3.0005	fruits4r3ext_st	N/A	fruits4r3ext_st.mat
24.052	3.0038	face4r4ext_st	N/A	face4r4ext_st.mat
27.075	3.0005.1	fruits5r5ext_st	N/A	fruits5r5ext_st.mat
30.082	3.0005.2	vehicle4r4ext_st	N/A	vehicle4r4ext_st.mat
33.088	3.0004	animal5r1ext_st	N/A	animal5r1ext_st.mat
39.101	3.0004.1	chairs5r2ext_st	N/A	chairs5r2ext_st.mat
42.107	3.0006	vehicle3r3ext_st	N/A	vehicle3r3ext_st.mat
45.114	3.0005.3	face2r5ext_st	N/A	face2r5ext_st.mat
48.12	3.0005.4	face5r3ext_st	N/A	face5r3ext_st.mat
51.127	3.0005.5	animal3r3ext_st	N/A	animal3r3ext_st.mat
57.14	3.0004.2	chairs3r4ext_st	N/A	chairs3r4ext_st.mat
60.146	3.0006.1	fruits2r2ext_st	N/A	fruits2r2ext_st.mat
63.153	3.0006.2	chairs5r4ext_st	N/A	chairs5r4ext_st.mat
66.159	3.0005.6	vehicle1r1ext_st	N/A	vehicle1r1ext_st.mat
72.172	3.0004.3	animal1r4ext_st	N/A	animal1r4ext_st.mat
78.185	3.0003.3	face3r4ext_st	N/A	face3r4ext_st.mat
81.192	3.0005.7	animal2r3ext_st	N/A	animal2r3ext_st.mat
87.205	3.0004.4	vehicle4r1ext_st	N/A	vehicle4r1ext_st.mat
90.211	3.0006.3	vehicle3r1ext_st	N/A	vehicle3r1ext_st.mat
93.217	3.0006.4	chairs2r1ext_st	N/A	chairs2r1ext_st.mat
96.224	3.0005.8	animal3r4ext_st	N/A	animal3r4ext_st.mat
102.24	3.0004.5	vehicle2r1ext_st	N/A	vehicle2r1ext_st.mat
105.24	3.0004.6	face1r4ext_st	N/A	face1r4ext_st.mat
108.25	3.0005.9	fruits1r4ext_st	N/A	fruits1r4ext_st.mat
111.26	3.0005.10	vehicle5r5ext_st	N/A	vehicle5r5ext_st.mat
117.27	3.0003.4	vehicle5r2ext_st	N/A	vehicle5r2ext_st.mat
120.28	3.0005.11	animal1r5ext_st	N/A	animal1r5ext_st.mat
123.28	3.0004.7	face3r1ext_st	N/A	face3r1ext_st.mat
129.3	3.0004.8	face3r2ext_st	N/A	face3r2ext_st.mat
135.31	3.0003.5	animal2r5ext_st	N/A	animal2r5ext_st.mat
138.31	3.0005.12	chairs3r3ext_st	N/A	chairs3r3ext_st.mat
141.32	3.0005.13	vehicle1r3ext_st	N/A	vehicle1r3ext_st.mat
144.33	3.0005.14	animal1r2ext_st	N/A	animal1r2ext_st.mat
147.33	3.0005.15	chairs5r1ext_st	N/A	chairs5r1ext_st.mat
150.34	3.0005.16	face2r1ext_st	N/A	face2r1ext_st.mat
153.35	3.0005.17	animal1r3ext_st	N/A	animal1r3ext_st.mat
156.35	3.0005.18	animal3r5ext_st	N/A	animal3r5ext_st.mat
159.36	3.0005.19	vehicle2r4ext_st	N/A	vehicle2r4ext_st.mat
162.37	3.0005.20	fruits4r4ext_st	N/A	fruits4r4ext_st.mat
165.37	3.0006.5	animal4r3ext_st	N/A	animal4r3ext_st.mat
168.38	3.0006.6	animal5r4ext_st	N/A	animal5r4ext_st.mat
171.39	3.0006.7	chairs5r3ext_st	N/A	chairs5r3ext_st.mat
174.39	3.0005.21	animal1r1ext_st	N/A	animal1r1ext_st.mat
177.4	3.0005.22	fruits5r2ext_st	N/A	fruits5r2ext_st.mat
180.4	3.0005.23	fruits1r1ext_st	N/A	fruits1r1ext_st.mat
183.41	3.0005.24	fruits4r5ext_st	N/A	fruits4r5ext_st.mat
189.42	3.0003.6	animal2r1ext_st	N/A	animal2r1ext_st.mat
192.43	3.0005.25	chairs4r4ext_st	N/A	chairs4r4ext_st.mat
195.44	3.0005.26	fruits3r1ext_st	N/A	fruits3r1ext_st.mat
198.44	3.0006.8	animal2r2ext_st	N/A	animal2r2ext_st.mat
201.45	3.0005.27	vehicle3r2ext_st	N/A	vehicle3r2ext_st.mat
204.46	3.0005.28	fruits2r5ext_st	N/A	fruits2r5ext_st.mat
210.47	3.0004.9	fruits5r4ext_st	N/A	fruits5r4ext_st.mat
213.48	3.0004.10	animal5r2ext_st	N/A	animal5r2ext_st.mat
216.48	3.0005.29	fruits1r2ext_st	N/A	fruits1r2ext_st.mat
219.49	3.0005.30	vehicle3r4ext_st	N/A	vehicle3r4ext_st.mat
222.5	3.0006.9	animal3r1ext_st	N/A	animal3r1ext_st.mat
225.5	3.0004.11	face3r3ext_st	N/A	face3r3ext_st.mat
228.51	3.0005.31	animal5r5ext_st	N/A	animal5r5ext_st.mat
231.51	3.0005.32	animal5r3ext_st	N/A	animal5r3ext_st.mat
234.52	3.0005.33	vehicle4r3ext_st	N/A	vehicle4r3ext_st.mat
237.53	3.0005.34	chairs2r3ext_st	N/A	chairs2r3ext_st.mat
243.54	3.0003.7	fruits3r2ext_st	N/A	fruits3r2ext_st.mat
246.55	3.0005.35	animal4r5ext_st	N/A	animal4r5ext_st.mat
249.55	3.0005.36	fruits5r3ext_st	N/A	fruits5r3ext_st.mat
255.57	3.0003.8	chairs4r3ext_st	N/A	chairs4r3ext_st.mat
258.57	3.0005.37	vehicle5r3ext_st	N/A	vehicle5r3ext_st.mat
261.58	3.0005.38	chairs3r1ext_st	N/A	chairs3r1ext_st.mat
264.59	3.0005.39	face3r5ext_st	N/A	face3r5ext_st.mat
267.59	3.0005.40	face5r2ext_st	N/A	face5r2ext_st.mat
273.61	3.0004.12	chairs1r5ext_st	N/A	chairs1r5ext_st.mat
276.61	3.0005.41	fruits3r3ext_st	N/A	fruits3r3ext_st.mat
279.62	3.0005.42	chairs4r1ext_st	N/A	chairs4r1ext_st.mat
282.62	3.0005.43	face2r3ext_st	N/A	face2r3ext_st.mat
288.64	3.0004.13	chairs4r2ext_st	N/A	chairs4r2ext_st.mat
294.65	3.0003.9	vehicle1r4ext_st	N/A	vehicle1r4ext_st.mat
297.66	3.0005.44	fruits5r1ext_st	N/A	fruits5r1ext_st.mat
300.66	3.0005.45	chairs1r4ext_st	N/A	chairs1r4ext_st.mat
303.67	3.0004.14	face4r3ext_st	N/A	face4r3ext_st.mat
306.68	3.0005.46	vehicle4r2ext_st	N/A	vehicle4r2ext_st.mat
309.68	3.0005.47	face5r1ext_st	N/A	face5r1ext_st.mat
312.69	3.0005.48	fruits4r1ext_st	N/A	fruits4r1ext_st.mat
315.7	3.0005.49	chairs3r5ext_st	N/A	chairs3r5ext_st.mat
321.71	3.0003.10	chairs4r5ext_st	N/A	chairs4r5ext_st.mat
324.72	3.0005.50	chairs1r1ext_st	N/A	chairs1r1ext_st.mat
327.72	3.0005.51	vehicle2r3ext_st	N/A	vehicle2r3ext_st.mat
330.73	3.0006.10	fruits4r2ext_st	N/A	fruits4r2ext_st.mat
333.73	3.0005.52	fruits2r3ext_st	N/A	fruits2r3ext_st.mat
339.75	3.0003.11	vehicle5r4ext_st	N/A	vehicle5r4ext_st.mat
345.76	3.0003.12	face4r5ext_st	N/A	face4r5ext_st.mat
348.77	3.0006.11	vehicle1r5ext_st	N/A	vehicle1r5ext_st.mat
351.77	3.0005.53	face1r2ext_st	N/A	face1r2ext_st.mat
357.79	3.0004.15	animal4r4ext_st	N/A	animal4r4ext_st.mat
360.79	3.0005.54	chairs2r4ext_st	N/A	chairs2r4ext_st.mat
363.8	3.0005.55	vehicle2r5ext_st	N/A	vehicle2r5ext_st.mat
366.81	3.0005.56	chairs1r3ext_st	N/A	chairs1r3ext_st.mat
372.82	3.0004.16	face5r5ext_st	N/A	face5r5ext_st.mat
378.83	3.0004.17	chairs2r2ext_st	N/A	chairs2r2ext_st.mat
381.84	3.0005.57	fruits3r5ext_st	N/A	fruits3r5ext_st.mat
384.84	3.0005.58	fruits1r3ext_st	N/A	fruits1r3ext_st.mat
387.85	3.0005.59	chairs5r5ext_st	N/A	chairs5r5ext_st.mat
390.86	3.0005.60	vehicle5r1ext_st	N/A	vehicle5r1ext_st.mat
393.86	3.0005.61	vehicle3r5ext_st	N/A	vehicle3r5ext_st.mat
396.87	3.0005.62	face1r5ext_st	N/A	face1r5ext_st.mat
399.88	3.0005.63	animal4r1ext_st	N/A	animal4r1ext_st.mat
405.89	3.0004.18	animal4r2ext_st	N/A	animal4r2ext_st.mat
411.9	3.0004.19	fruits2r1ext_st	N/A	fruits2r1ext_st.mat
414.91	3.0005.64	chairs3r2ext_st	N/A	chairs3r2ext_st.mat
417.92	3.0005.65	fruits2r4ext_st	N/A	fruits2r4ext_st.mat
420.92	3.0005.66	chairs2r5ext_st	N/A	chairs2r5ext_st.mat
423.93	3.0006.12	fruits1r5ext_st	N/A	fruits1r5ext_st.mat
426.94	3.0005.67	animal3r2ext_st	N/A	animal3r2ext_st.mat
429.94	3.0004.20	vehicle4r5ext_st	N/A	vehicle4r5ext_st.mat
432.95	3.0005.68	face4r2ext_st	N/A	face4r2ext_st.mat
438.96	3.0004.21	chairs1r2ext_st	N/A	chairs1r2ext_st.mat
441.97	3.0005.69	face5r4ext_st	N/A	face5r4ext_st.mat
447.98	3.0004.22	face2r4ext_st	N/A	face2r4ext_st.mat
453.99	3.0004.23	vehicle1r2ext_st	N/A	vehicle1r2ext_st.mat
457	3.0005.70	face1r3ext_st	N/A	face1r3ext_st.mat
460.01	3.0005.71	face4r1ext_st	N/A	face4r1ext_st.mat
463.01	3.0005.72	vehicle2r2ext_st	N/A	vehicle2r2ext_st.mat
469.03	3.0003.13	fruits3r4ext_st	N/A	fruits3r4ext_st.mat
