onset	duration	trial_type	response_time	stim_file
6.0224	2.9999	face1r5ext_st	N/A	face1r5ext_st.mat
9.0387	3.0001	fruits4r2ext_st	N/A	fruits4r2ext_st.mat
15.072	3	vehicle2r4ext_st	N/A	vehicle2r4ext_st.mat
18.088	3.1	chairs3r5ext_st	N/A	chairs3r5ext_st.mat
21.105	3.2	fruits1r5ext_st	N/A	fruits1r5ext_st.mat
24.121	3.3	face4r4ext_st	N/A	face4r4ext_st.mat
27.137	3.4	animal4r3ext_st	N/A	animal4r3ext_st.mat
30.154	3.5	fruits1r1ext_st	N/A	fruits1r1ext_st.mat
36.187	2.9999.1	animal3r4ext_st	N/A	animal3r4ext_st.mat
42.22	2.9999.2	vehicle3r3ext_st	N/A	vehicle3r3ext_st.mat
45.236	3.6	vehicle1r1ext_st	N/A	vehicle1r1ext_st.mat
48.253	3.7	chairs4r5ext_st	N/A	chairs4r5ext_st.mat
51.269	3.8	animal4r2ext_st	N/A	animal4r2ext_st.mat
54.286	3.0001.1	face3r1ext_st	N/A	face3r1ext_st.mat
60.319	2.9999.3	fruits1r3ext_st	N/A	fruits1r3ext_st.mat
63.335	3.0001.2	face2r2ext_st	N/A	face2r2ext_st.mat
66.351	3.9	chairs2r2ext_st	N/A	chairs2r2ext_st.mat
69.368	3.10	face5r2ext_st	N/A	face5r2ext_st.mat
72.384	3.11	face4r2ext_st	N/A	face4r2ext_st.mat
78.417	2.9999.4	fruits2r1ext_st	N/A	fruits2r1ext_st.mat
84.45	2.9999.5	face2r4ext_st	N/A	face2r4ext_st.mat
87.467	3.0001.3	face4r5ext_st	N/A	face4r5ext_st.mat
90.483	3.12	fruits5r2ext_st	N/A	fruits5r2ext_st.mat
93.5	3.13	animal4r5ext_st	N/A	animal4r5ext_st.mat
99.533	2.9999.6	chairs3r4ext_st	N/A	chairs3r4ext_st.mat
102.55	3.14	animal4r4ext_st	N/A	animal4r4ext_st.mat
105.57	3.15	face5r3ext_st	N/A	face5r3ext_st.mat
108.58	3.16	animal2r2ext_st	N/A	animal2r2ext_st.mat
111.6	3.0001.4	chairs1r4ext_st	N/A	chairs1r4ext_st.mat
117.63	2.9999.7	chairs5r1ext_st	N/A	chairs5r1ext_st.mat
123.66	3.17	animal3r2ext_st	N/A	animal3r2ext_st.mat
126.68	3.18	vehicle2r3ext_st	N/A	vehicle2r3ext_st.mat
129.7	3.0001.5	animal5r2ext_st	N/A	animal5r2ext_st.mat
132.71	3.19	animal3r1ext_st	N/A	animal3r1ext_st.mat
135.73	3.20	chairs2r5ext_st	N/A	chairs2r5ext_st.mat
138.75	3.21	animal5r5ext_st	N/A	animal5r5ext_st.mat
141.76	3.22	animal2r4ext_st	N/A	animal2r4ext_st.mat
144.78	3.0001.6	fruits4r4ext_st	N/A	fruits4r4ext_st.mat
147.8	3.23	fruits5r1ext_st	N/A	fruits5r1ext_st.mat
153.83	2.9999.8	vehicle5r2ext_st	N/A	vehicle5r2ext_st.mat
159.86	2.9999.9	fruits1r4ext_st	N/A	fruits1r4ext_st.mat
162.88	3.24	vehicle5r5ext_st	N/A	vehicle5r5ext_st.mat
168.91	3.25	chairs2r3ext_st	N/A	chairs2r3ext_st.mat
171.93	3.26	chairs1r2ext_st	N/A	chairs1r2ext_st.mat
174.94	3.27	chairs5r5ext_st	N/A	chairs5r5ext_st.mat
180.98	2.9999.10	face3r4ext_st	N/A	face3r4ext_st.mat
183.99	3.0001.7	chairs4r2ext_st	N/A	chairs4r2ext_st.mat
187.01	3.28	face1r1ext_st	N/A	face1r1ext_st.mat
193.04	2.9999.11	face2r1ext_st	N/A	face2r1ext_st.mat
196.06	3.29	vehicle1r4ext_st	N/A	vehicle1r4ext_st.mat
202.09	2.9999.12	face3r2ext_st	N/A	face3r2ext_st.mat
205.11	3.30	vehicle5r3ext_st	N/A	vehicle5r3ext_st.mat
208.13	3.31	fruits2r2ext_st	N/A	fruits2r2ext_st.mat
211.14	3.32	face3r5ext_st	N/A	face3r5ext_st.mat
214.16	2.9999.13	chairs4r1ext_st	N/A	chairs4r1ext_st.mat
217.17	3.33	vehicle5r1ext_st	N/A	vehicle5r1ext_st.mat
220.19	3.0001.8	chairs1r5ext_st	N/A	chairs1r5ext_st.mat
226.22	2.9999.14	fruits3r2ext_st	N/A	fruits3r2ext_st.mat
229.24	3.34	vehicle3r1ext_st	N/A	vehicle3r1ext_st.mat
235.27	2.9999.15	vehicle4r1ext_st	N/A	vehicle4r1ext_st.mat
238.29	2.9998	animal5r3ext_st	N/A	animal5r3ext_st.mat
241.31	3.35	animal1r2ext_st	N/A	animal1r2ext_st.mat
247.34	2.9999.16	fruits5r4ext_st	N/A	fruits5r4ext_st.mat
250.36	3.0001.9	chairs2r1ext_st	N/A	chairs2r1ext_st.mat
253.37	3.36	chairs5r2ext_st	N/A	chairs5r2ext_st.mat
256.39	3.0001.10	chairs3r3ext_st	N/A	chairs3r3ext_st.mat
259.4	3.0001.11	chairs1r3ext_st	N/A	chairs1r3ext_st.mat
262.42	2.9999.17	fruits3r3ext_st	N/A	fruits3r3ext_st.mat
265.44	3.37	chairs4r3ext_st	N/A	chairs4r3ext_st.mat
268.45	3.38	fruits5r5ext_st	N/A	fruits5r5ext_st.mat
271.47	3.39	fruits1r2ext_st	N/A	fruits1r2ext_st.mat
277.5	3.40	animal4r1ext_st	N/A	animal4r1ext_st.mat
280.52	3.41	animal3r5ext_st	N/A	animal3r5ext_st.mat
283.54	3.42	fruits3r1ext_st	N/A	fruits3r1ext_st.mat
286.55	3.43	animal1r4ext_st	N/A	animal1r4ext_st.mat
289.57	3.0001.12	fruits2r4ext_st	N/A	fruits2r4ext_st.mat
292.59	3.0001.13	vehicle5r4ext_st	N/A	vehicle5r4ext_st.mat
295.6	3.44	vehicle1r5ext_st	N/A	vehicle1r5ext_st.mat
298.62	3.45	face2r3ext_st	N/A	face2r3ext_st.mat
301.64	3.46	animal5r1ext_st	N/A	animal5r1ext_st.mat
304.65	3.47	vehicle4r3ext_st	N/A	vehicle4r3ext_st.mat
307.67	3.48	vehicle2r1ext_st	N/A	vehicle2r1ext_st.mat
310.68	3.49	chairs5r3ext_st	N/A	chairs5r3ext_st.mat
313.7	3.50	face2r5ext_st	N/A	face2r5ext_st.mat
316.72	3.51	face1r4ext_st	N/A	face1r4ext_st.mat
319.73	3.52	vehicle2r5ext_st	N/A	vehicle2r5ext_st.mat
322.75	3.0001.14	animal5r4ext_st	N/A	animal5r4ext_st.mat
325.77	3.53	chairs1r1ext_st	N/A	chairs1r1ext_st.mat
328.78	3.0001.15	face4r1ext_st	N/A	face4r1ext_st.mat
331.8	3.54	vehicle3r4ext_st	N/A	vehicle3r4ext_st.mat
334.82	3.55	vehicle4r5ext_st	N/A	vehicle4r5ext_st.mat
337.83	3.56	chairs4r4ext_st	N/A	chairs4r4ext_st.mat
340.85	3.57	chairs2r4ext_st	N/A	chairs2r4ext_st.mat
343.87	3.58	face3r3ext_st	N/A	face3r3ext_st.mat
349.9	3.59	chairs3r1ext_st	N/A	chairs3r1ext_st.mat
352.92	3.0001.16	vehicle3r5ext_st	N/A	vehicle3r5ext_st.mat
355.93	3.0001.17	vehicle4r4ext_st	N/A	vehicle4r4ext_st.mat
