name	x	y	z
AFz	14.9853557	55.88772438	82.18677324
Fp1	-16.19583317	79.6660393	52.11638756
Fp2	41.65624115	79.16377641	41.26736758
AF3	-16.30200651	60.78831131	74.38952879
AF4	45.91614157	55.14472047	70.36438068
F7	-53.64506967	45.14737831	41.09498968
F3	-26.26189686	31.28406783	85.88628402
Fz	14.76048101	21.7344079	95.42307884
F4	57.1626548	23.16641812	76.12047562
F8	71.92747571	36.34813199	29.31892097
FC5	-56.52838212	16.17414338	61.97324061
FC1	-12.79790697	-9.91171721	98.09194499
FC2	37.57695703	-13.54187494	96.44535574
FC6	77.55449961	3.028331989	49.03638052
T7	-74.26636836	-8.795222516	31.16749365
C3	-48.2101214	-31.33463327	86.62711702
Cz	10.03798776	-53.24989063	97.25199163
C4	68.9305087	-38.79436728	69.3942885
T8	80.9179905	-17.83077511	6.96203311
CP5	-66.9242604	-48.59150368	45.23603382
CP1	-21.97315996	-75.73426609	74.6241353
CP2	32.96879479	-78.4710296	63.78075498
CP6	67.98024266	-56.64833656	21.58597132
P7	-67.96607117	-55.59347044	-0.353663385
P3	-42.93770556	-81.56020535	41.59546592
Pz	-1.367515354	-91.53061404	39.92945391
P4	41.85389337	-84.17135061	30.80124225
P8	52.12683447	-63.96266893	-20.3256286
PO3	-42.36709838	-82.66063272	1.820928408
PO4	25.30292547	-88.09624647	-8.185212731
O1	-36.91721302	-78.85504052	-27.92925488
O2	13.21275618	-81.37078664	-33.20359029
AF7	-36.90309042	67.05560833	53.87972933
AF8	63.39767215	56.52954863	37.53208817
F5	-45.97280512	35.19135317	72.43569961
F1	-7.435931152	23.45425405	96.83724216
F2	42.26593937	18.87676685	89.72131127
F6	70.67385152	28.25621628	55.48078778
FT7	-68.72373103	17.36793333	39.71790314
FC3	-39.17010628	-1.4762404619999998	89.92979564
FCz	15.35164934	-12.49408686	103.8729793
FC4	64.24359795	-7.203973116	77.88959649
FT8	78.56519509	9.535980172	19.94346925
C5	-66.60341136	-17.88456198	61.17710713
C1	-19.03710183	-43.45977555	98.63074416
C2	40.63128265	-50.62084125	87.63052919
C6	79.89843367	-27.54463366	39.15501436
TP7	-79.05955515	-39.13300475	14.41636321
CP3	-51.55715655	-61.93412093	70.08204525
CPz	2.892268458	-78.23363376	72.63918616
CP4	57.77114733	-67.36998249999999	51.24099255
TP8	68.16661434	-42.62810974	-8.589534382
P5	-58.77285748	-68.29022128	25.3766406
P1	-26.44930971	-88.15917978	41.88586397
P2	20.53400114	-90.33315725	31.31454568
P6	51.02057247	-75.42327808	9.547470257
PO7	-54.254728899999996	-70.73065626	-13.31424036
POz	-8.717523632999999	-93.05672927	1.730486201
PO8	35.53881109	-73.60250893	-29.72062314
Oz	-10.7968	-82.00931989	-33.80708795
P9	-66.49175396	-43.03472055	-37.16112238
P10	44.52595671	-55.86445122	-53.01832935
TP9	-73.42706516	-25.76972714	-23.5246035
