name	x	y	z
AFz	9.720882751	62.38115245	73.81558357
Fp1	-20.14925192	80.2261343	41.65481179
Fp2	37.52427661	84.01334259	41.17329099
AF3	-22.763889199999998	56.99509629	65.36880119
AF4	43.80090625	59.52796129	65.82784823
F7	-51.14223632	36.28807717	31.39091428
F3	-25.21502007	29.93475298	77.01569163
Fz	12.8031313	30.46940518	89.08125864
F4	51.88041218	30.88285239	75.28577822
F8	70.43338728	45.66933211	27.93168328
FC5	-50.04327296	10.00657174	59.40685058
FC1	-8.309891012000001	-0.688357143	92.56989371
FC2	39.48598097	-1.23663803	87.22620286
FC6	74.37674886	14.99275221	46.8135362
T7	-62.12198456	-9.474626723	25.07178598
C3	-34.75824584	-29.56879019	78.32030934
Cz	16.98330878	-37.54009122	89.89008078
C4	67.34588197	-21.96419306	63.11257718
T8	78.31938175	-4.621446245	4.362121768
CP5	-54.57780816	-42.00691494	40.38307912
CP1	-10.85707654	-62.34439128	72.10687046
CP2	43.196200700000006	-59.69190737	63.20736779999999
CP6	69.80057295	-40.82612075	25.04504255
P7	-51.3561666	-52.80719939	2.756941895
P3	-27.08945777	-74.19690136	48.96804504
Pz	11.99840289	-82.12857515	43.66700908
P4	49.04122653	-67.6307232	33.9389125
P8	58.1794502	-53.0191338	-13.90841729
PO3	-23.39509152	-84.74984206	14.35084379
PO4	39.1633414	-77.55876143	3.7394492589999997
O1	-20.21561201	-80.8432849	-20.08754171
O2	28.26080584	-76.1439372	-25.46142506
AF7	-38.67993793	60.36507703	41.27200955
AF8	55.93862298	65.9435159	42.21019475
F5	-41.43373588	29.17329779	63.28651392
F1	-8.045514234	28.20196848	89.88366633
F2	37.86985958	30.98581218	83.05228340000001
F6	65.46604873	38.51393112	54.44780001
FT7	-58.43825539	12.73082988	26.40364245
FC3	-32.71448525	-1.14762902	77.79852557
FCz	16.60839786	-3.2477481889999997	93.90306914
FC4	62.68444541	4.529691655	67.00542145
FT8	77.10956328	20.28386239	18.51021705
C5	-58.76133846	-21.23194606	49.03340016
C1	-13.71545161	-31.43533331	87.79710028
C2	43.43339226	-31.81726232	81.31952194
C6	78.44580111	-13.96755074	36.96083708
TP7	-58.28230516	-31.49919463	12.39381735
CP3	-32.67814298	-56.27311724	66.17492378
CPz	16.09893251	-65.1925201	71.97176896
CP4	61.86685436	-49.40778838	50.22188551
TP8	70.69000934	-29.97767107	-3.550375295
P5	-43.62887971	-63.23317934	28.60472463
P1	-7.254773299	-80.46924595	48.13859679
P2	37.00225609	-76.4367093	36.46003822
P6	55.396209	-59.99253787	13.39916777
PO7	-35.80887805	-69.94862549	-5.669042837999999
POz	10.02936376	-87.93793584	11.26860564
PO8	45.38250773	-65.51705954	-14.13871091
Oz	5.878728204	-83.54109379	-22.27255313
P9	-49.22898236	-42.38498046	-27.65023029
P10	54.32352114	-46.33705364	-40.90184342
TP9	-56.74248715	-21.84783102	-25.04975254
