onset	duration	trial_type	response_time	stim_file
6.0109	3.0006	vehicle1r2ext_st	N/A	vehicle1r2ext_st.mat
12.03	3.0005	chairs3r5ext_st	N/A	chairs3r5ext_st.mat
18.049	3.0006.1	animal4r5ext_st	N/A	animal4r5ext_st.mat
21.058	3.0007	animal2r5ext_st	N/A	animal2r5ext_st.mat
24.067	3.0007.1	face1r2ext_st	N/A	face1r2ext_st.mat
27.077	3.0006.2	vehicle1r3ext_st	N/A	vehicle1r3ext_st.mat
33.096	3.0006.3	chairs1r3ext_st	N/A	chairs1r3ext_st.mat
36.105	3.0007.2	fruits5r4ext_st	N/A	fruits5r4ext_st.mat
39.114	3.0007.3	chairs2r1ext_st	N/A	chairs2r1ext_st.mat
42.124	3.0006.4	fruits2r2ext_st	N/A	fruits2r2ext_st.mat
45.133	3.0008	fruits5r3ext_st	N/A	fruits5r3ext_st.mat
48.143	3.0007.4	vehicle2r4ext_st	N/A	vehicle2r4ext_st.mat
51.152	3.0007.5	face2r5ext_st	N/A	face2r5ext_st.mat
57.171	3.0006.5	fruits5r5ext_st	N/A	fruits5r5ext_st.mat
60.18	3.0007.6	fruits2r3ext_st	N/A	fruits2r3ext_st.mat
63.19	3.0007.7	vehicle4r4ext_st	N/A	vehicle4r4ext_st.mat
66.199	3.0007.8	fruits4r2ext_st	N/A	fruits4r2ext_st.mat
69.208	3.0006.6	fruits5r2ext_st	N/A	fruits5r2ext_st.mat
72.218	3.0007.9	chairs4r3ext_st	N/A	chairs4r3ext_st.mat
78.237	3.0005.1	vehicle5r3ext_st	N/A	vehicle5r3ext_st.mat
81.246	3.0006.7	face3r4ext_st	N/A	face3r4ext_st.mat
84.255	3.0007.10	vehicle2r1ext_st	N/A	vehicle2r1ext_st.mat
90.274	3.0006.8	fruits5r1ext_st	N/A	fruits5r1ext_st.mat
96.293	3.0006.9	chairs3r2ext_st	N/A	chairs3r2ext_st.mat
102.31	3.0006.10	chairs4r5ext_st	N/A	chairs4r5ext_st.mat
105.32	3.0006.11	vehicle4r2ext_st	N/A	vehicle4r2ext_st.mat
108.33	3.0008.1	fruits3r4ext_st	N/A	fruits3r4ext_st.mat
111.34	3.0007.11	vehicle3r3ext_st	N/A	vehicle3r3ext_st.mat
114.35	3.0007.12	fruits4r5ext_st	N/A	fruits4r5ext_st.mat
117.36	3.0008.2	animal2r4ext_st	N/A	animal2r4ext_st.mat
120.37	3.0007.13	animal1r2ext_st	N/A	animal1r2ext_st.mat
123.38	3.0007.14	face1r4ext_st	N/A	face1r4ext_st.mat
129.4	3.0006.12	animal4r1ext_st	N/A	animal4r1ext_st.mat
135.42	3.0006.13	face5r5ext_st	N/A	face5r5ext_st.mat
138.42	3.0007.15	animal4r4ext_st	N/A	animal4r4ext_st.mat
141.43	3.0007.16	face2r4ext_st	N/A	face2r4ext_st.mat
144.44	3.0007.17	chairs5r2ext_st	N/A	chairs5r2ext_st.mat
147.45	3.0006.14	face5r1ext_st	N/A	face5r1ext_st.mat
150.46	3.0007.18	vehicle1r4ext_st	N/A	vehicle1r4ext_st.mat
153.47	3.0007.19	fruits3r1ext_st	N/A	fruits3r1ext_st.mat
159.49	3.0006.15	chairs2r2ext_st	N/A	chairs2r2ext_st.mat
162.5	3.0006.16	face2r2ext_st	N/A	face2r2ext_st.mat
168.52	3.0005.2	vehicle1r5ext_st	N/A	vehicle1r5ext_st.mat
171.53	3.0008.3	vehicle5r5ext_st	N/A	vehicle5r5ext_st.mat
174.54	3.0008.4	animal3r3ext_st	N/A	animal3r3ext_st.mat
180.56	3.0005.3	fruits1r3ext_st	N/A	fruits1r3ext_st.mat
186.58	3.0006.17	animal2r1ext_st	N/A	animal2r1ext_st.mat
189.58	3.0006.18	vehicle4r1ext_st	N/A	vehicle4r1ext_st.mat
192.59	3.0007.20	animal4r2ext_st	N/A	animal4r2ext_st.mat
195.6	3.0007.21	chairs5r4ext_st	N/A	chairs5r4ext_st.mat
