onset	duration	trial_type	response_time	stim_file
6.0128	3.0004	face1r2ext_st	N/A	face1r2ext_st.mat
9.0192	3.0006	vehicle4r4ext_st	N/A	vehicle4r4ext_st.mat
15.032	3.0004.1	animal4r2ext_st	N/A	animal4r2ext_st.mat
18.039	3.0005	animal3r5ext_st	N/A	animal3r5ext_st.mat
24.052	3.0004.2	animal1r1ext_st	N/A	animal1r1ext_st.mat
30.065	3.0004.3	chairs2r1ext_st	N/A	chairs2r1ext_st.mat
36.078	3.0003	chairs5r2ext_st	N/A	chairs5r2ext_st.mat
39.084	3.0005.1	vehicle5r4ext_st	N/A	vehicle5r4ext_st.mat
42.091	3.0005.2	animal2r5ext_st	N/A	animal2r5ext_st.mat
48.104	3.0003.1	animal3r1ext_st	N/A	animal3r1ext_st.mat
51.11	3.0005.3	animal5r1ext_st	N/A	animal5r1ext_st.mat
54.117	3.0005.4	vehicle2r5ext_st	N/A	vehicle2r5ext_st.mat
60.13	3.0004.4	face5r2ext_st	N/A	face5r2ext_st.mat
63.136	3.0006.1	chairs5r4ext_st	N/A	chairs5r4ext_st.mat
66.143	3.0005.5	animal2r4ext_st	N/A	animal2r4ext_st.mat
69.149	3.0005.6	face5r1ext_st	N/A	face5r1ext_st.mat
72.156	3.0005.7	chairs5r3ext_st	N/A	chairs5r3ext_st.mat
78.169	3.0004.5	chairs2r5ext_st	N/A	chairs2r5ext_st.mat
81.175	3.0006.2	animal4r1ext_st	N/A	animal4r1ext_st.mat
84.182	3.0005.8	chairs4r3ext_st	N/A	chairs4r3ext_st.mat
87.188	3.0006.3	fruits5r1ext_st	N/A	fruits5r1ext_st.mat
90.194	3.0005.9	face1r1ext_st	N/A	face1r1ext_st.mat
93.201	3.0005.10	face3r1ext_st	N/A	face3r1ext_st.mat
96.207	3.0005.11	vehicle5r1ext_st	N/A	vehicle5r1ext_st.mat
99.214	3.0006.4	chairs3r3ext_st	N/A	chairs3r3ext_st.mat
102.22	3.0005.12	animal3r3ext_st	N/A	animal3r3ext_st.mat
105.23	3.0005.13	animal4r4ext_st	N/A	animal4r4ext_st.mat
108.23	3.0005.14	animal1r5ext_st	N/A	animal1r5ext_st.mat
111.24	3.0005.15	chairs1r2ext_st	N/A	chairs1r2ext_st.mat
114.25	3.0005.16	fruits5r4ext_st	N/A	fruits5r4ext_st.mat
117.25	3.0005.17	chairs1r4ext_st	N/A	chairs1r4ext_st.mat
120.26	3.0005.18	vehicle4r3ext_st	N/A	vehicle4r3ext_st.mat
123.27	3.0006.5	chairs4r5ext_st	N/A	chairs4r5ext_st.mat
129.28	3.0004.6	face5r5ext_st	N/A	face5r5ext_st.mat
132.29	3.0005.19	animal5r4ext_st	N/A	animal5r4ext_st.mat
135.29	3.0005.20	fruits2r4ext_st	N/A	fruits2r4ext_st.mat
138.3	3.0005.21	chairs3r1ext_st	N/A	chairs3r1ext_st.mat
141.3	3.0005.22	face4r2ext_st	N/A	face4r2ext_st.mat
144.31	3.0005.23	fruits5r5ext_st	N/A	fruits5r5ext_st.mat
147.32	3.0005.24	fruits2r2ext_st	N/A	fruits2r2ext_st.mat
150.32	3.0005.25	vehicle1r4ext_st	N/A	vehicle1r4ext_st.mat
153.33	3.0005.26	chairs5r1ext_st	N/A	chairs5r1ext_st.mat
156.34	3.0005.27	animal5r2ext_st	N/A	animal5r2ext_st.mat
159.34	3.0005.28	fruits2r3ext_st	N/A	fruits2r3ext_st.mat
162.35	3.0005.29	fruits4r5ext_st	N/A	fruits4r5ext_st.mat
165.36	3.0005.30	fruits1r5ext_st	N/A	fruits1r5ext_st.mat
168.36	3.0005.31	face2r5ext_st	N/A	face2r5ext_st.mat
171.37	3.0005.32	chairs2r3ext_st	N/A	chairs2r3ext_st.mat
174.38	3.0005.33	animal4r5ext_st	N/A	animal4r5ext_st.mat
177.38	3.0005.34	vehicle1r1ext_st	N/A	vehicle1r1ext_st.mat
180.39	3.0005.35	face5r3ext_st	N/A	face5r3ext_st.mat
186.4	3.0003.2	fruits4r4ext_st	N/A	fruits4r4ext_st.mat
189.41	3.0005.36	chairs3r4ext_st	N/A	chairs3r4ext_st.mat
192.42	3.0005.37	animal1r2ext_st	N/A	animal1r2ext_st.mat
198.43	3.0003.3	fruits3r3ext_st	N/A	fruits3r3ext_st.mat
204.44	3.0003.4	fruits1r4ext_st	N/A	fruits1r4ext_st.mat
207.45	3.0005.38	chairs3r2ext_st	N/A	chairs3r2ext_st.mat
210.45	3.0005.39	fruits5r2ext_st	N/A	fruits5r2ext_st.mat
213.46	3.0005.40	animal3r2ext_st	N/A	animal3r2ext_st.mat
219.47	3.0004.7	face4r1ext_st	N/A	face4r1ext_st.mat
222.48	3.0004.8	face5r4ext_st	N/A	face5r4ext_st.mat
228.49	3.0003.5	face3r5ext_st	N/A	face3r5ext_st.mat
231.5	3.0005.41	animal2r3ext_st	N/A	animal2r3ext_st.mat
234.51	3.0005.42	chairs2r4ext_st	N/A	chairs2r4ext_st.mat
237.51	3.0004.9	animal1r4ext_st	N/A	animal1r4ext_st.mat
243.53	3.0003.6	fruits2r5ext_st	N/A	fruits2r5ext_st.mat
246.53	3.0006.6	face4r4ext_st	N/A	face4r4ext_st.mat
249.54	3.0006.7	fruits4r3ext_st	N/A	fruits4r3ext_st.mat
255.55	3.0003.7	animal5r3ext_st	N/A	animal5r3ext_st.mat
258.56	3.0005.43	vehicle1r2ext_st	N/A	vehicle1r2ext_st.mat
261.56	3.0005.44	face1r5ext_st	N/A	face1r5ext_st.mat
267.58	3.0004.10	vehicle1r3ext_st	N/A	vehicle1r3ext_st.mat
273.59	3.0004.11	vehicle5r2ext_st	N/A	vehicle5r2ext_st.mat
276.6	3.0005.45	chairs4r4ext_st	N/A	chairs4r4ext_st.mat
