name	x	y	z
AFz	-0.027399116	100.734342	52.08483231
Fp1	-20.07966714	106.5450915	12.61422107
Fp2	37.29858946	104.07918740000001	14.17077359
AF3	-28.93428045	94.21490089	45.45521402
AF4	38.78160159	93.59263175	49.04625536
F7	-58.82629576	68.96307349	10.99366893
F3	-35.58085712	70.74524443	63.54297276
Fz	2.262268268	73.99307976	79.32855738
F4	45.29721962	65.83874034	65.18367664
F8	70.15153933	65.77507275	20.39119165
FC5	-62.02682494	50.29527452	36.3543345
FC1	-24.994730800000003	46.13612792	85.49860073
FC2	25.16435467	38.63602728	86.4023426
FC6	68.40918535	39.220626200000005	48.47400331
T7	-72.01404897	21.35596407	1.663213876
C3	-55.53504211	15.20716854	65.57524594
Cz	-0.611255732	6.230265577000001	94.9654005
C4	55.17142006	9.524440885	71.77308084
T8	77.02338566	14.25758412	14.317581900000002
CP5	-70.45979536	-7.097154578	37.28742665
CP1	-34.03771387	-18.82222002	82.73550915
CP2	23.99505367	-28.25519333	82.19066048
CP6	64.57140095	-18.04383972	38.20528736
P7	-63.29568893	-32.14861199	5.955925601000001
P3	-48.84178018	-37.91041599	57.10052831
Pz	-8.136233621	-50.23719385	65.82457822
P4	37.4961035	-42.72830452	56.80379689
P8	57.31974709	-34.77026719	4.710815075
PO3	-38.63798467	-56.57478781	26.81914579
PO4	31.00407171	-61.19700247	26.25881972
O1	-31.54829867	-60.894636600000005	-9.348835879
O2	18.20239691	-66.44023534	-7.099701487999999
AF7	-41.56511569	92.39418317	14.62385318
AF8	59.60353339	84.86897862	25.07520445
F5	-54.77117897	68.89072049	36.14519512
F1	-20.49161208	72.32913814	73.56670163
F2	28.31794872	69.42160774	75.45154549
F6	66.2419796	67.01877719	42.08841258
FT7	-68.88835305	41.80305933	6.608513906000001
FC3	-49.1050691	40.32863431	68.52787937
FCz	1.1794513309999999	41.65679922	92.25506752
FC4	51.15210359	33.70254359	72.71958224
FT8	77.16033648	41.40574354	20.36719246
C5	-68.69609349	15.21079018	39.12045128
C1	-29.03555515	17.63646947	88.77600444
C2	30.98103771	7.813108682	89.23540872
C6	72.61884669	13.37948743	44.60995565
TP7	-66.21225864	-5.9373648029999995	5.163618566
CP3	-52.50273826	-15.6188539	69.52835218
CPz	-3.227414937	-25.71194616	87.53091135
CP4	50.29907862	-22.73067943	66.84666789
TP8	69.18591922	-13.08677004	8.718478722
P5	-58.52362153	-33.13637252	34.20525729
P1	-31.34232054	-48.15848133	65.44892279
P2	19.802334100000003	-51.13312109	60.99229033
P6	48.70133754	-43.07677511	33.4173666
PO7	-47.70297202	-51.16808338	3.373358011
POz	-3.2938769810000004	-66.71994963	31.35785799
PO8	41.19180662	-55.23988516	6.089911561
Oz	-2.446488439	-71.95108828	-4.040963373
P9	-53.42659177	-29.46121156	-30.29935272
P10	57.55315985	-37.56167498	-22.16384728
TP9	-63.97207098	-11.23063285	-23.18555217
