name	x	y	z
AFz	3.288251322	74.28283484	69.18851661
Fp1	-28.69505255	81.51047724	37.86250719
Fp2	18.83655592	89.06180277	29.32684334
AF3	-27.35459865	63.26372594	67.97821440000001
AF4	35.69739437	75.47606103	60.73726745
F7	-55.2871503	40.90371118	40.74926274
F3	-29.72837632	37.81779396	81.96214848
Fz	13.21713432	40.89291163	91.92396553
F4	50.58820433	51.417887	72.26872889
F8	62.21283066	56.61449636	26.51839873
FC5	-61.3684841	13.00416026	57.44070649
FC1	-16.51728349	4.0401648560000005	99.21307793
FC2	36.99179508	12.31787612	93.5232553
FC6	67.97856449	34.38079322	47.90076371
T7	-68.81836944	-12.80824688	26.49748499
C3	-45.57267474	-21.89195301	83.75483321
Cz	11.31830096	-27.93070555	100.7377969
C4	65.91390008	-9.003624887	69.41501317
T8	77.52907135	6.860775191	8.011088864
CP5	-59.06567714	-49.11749181	46.64574385
CP1	-15.11555897	-63.54694027	77.98317461
CP2	38.83471146	-59.72987598	70.80078246
CP6	70.8013141	-30.301080100000004	27.03719656
P7	-52.67569438	-58.60375954	6.421997915
P3	-33.31470642	-75.48665703	48.12252212
Pz	9.137647907	-79.09808498	43.798809999999996
P4	48.59602599	-64.66792823	38.26137837
P8	62.02375104	-40.72570374	-11.11987594
PO3	-27.94590048	-81.63821241	7.064095768
PO4	41.05201094	-67.17539145	-0.937534732
O1	-18.00926195	-72.35694473	-22.56744209
O2	27.88605775	-63.51017613	-30.16484268
AF7	-46.17901159	64.36287384	41.29448282
AF8	39.89217119	82.19990827	29.65106928
F5	-49.02389978	36.92312312	63.81733522
F1	-10.14676756	39.49574413	92.08401642
F2	36.32358970000001	46.06952725	85.90987344
F6	61.07928587	56.72527032	48.70551055
FT7	-65.15949944	14.14466149	35.75013762
FC3	-35.95705991	6.8784056520000005	89.38626613
FCz	16.73869741	8.50309561	101.9947476
FC4	64.33723048	20.29588157	71.99059385
FT8	67.88980339	36.07382503	15.64667565
C5	-61.73945426	-18.55551696	61.76910924
C1	-11.13372533	-27.940048100000002	100.33598690000001
C2	47.57070135	-19.98111534	90.88630542
C6	75.81292048	0.867727358	40.02847686
TP7	-63.52747158	-37.22241424	22.78595863
CP3	-41.888169899999994	-55.09362398	73.82345174
CPz	18.21848809	-60.42778652	81.2272777
CP4	62.85489932	-41.35356923	58.20712489
TP8	73.77880976	-18.46708073	-3.8486193539999998
P5	-45.34821837	-68.28284372	34.55359072
P1	-13.78428657	-80.37067671	48.13440982
P2	38.01948208	-72.42726213	41.86009879
P6	60.61463699	-49.64497983	15.94595194
PO7	-33.03835395	-72.51123689	-5.3249845239999996
POz	8.377600158	-84.20575819	11.98961616
PO8	45.51932258	-56.0174346	-20.10353139
Oz	7.825135475	-70.11624548	-21.76840813
P9	-45.43296381	-53.77216912	-23.25460196
P10	47.36345987	-30.71212303	-51.25241354
TP9	-58.84897021	-33.74847455	-10.41732149
