onset	duration	trial_type	response_time	stim_file
6.0223	3.0004	animal1r2ext_st	N/A	animal1r2ext_st.mat
9.0286	3.0005	face2r5ext_st	N/A	face2r5ext_st.mat
12.035	3.0005.1	chairs2r2ext_st	N/A	chairs2r2ext_st.mat
15.042	3.0006	face1r3ext_st	N/A	face1r3ext_st.mat
21.055	3.0004.1	fruits3r5ext_st	N/A	fruits3r5ext_st.mat
24.061	3.0005.2	vehicle2r1ext_st	N/A	vehicle2r1ext_st.mat
27.067	3.0005.3	animal3r5ext_st	N/A	animal3r5ext_st.mat
30.074	3.0005.4	chairs5r4ext_st	N/A	chairs5r4ext_st.mat
33.08	3.0005.5	vehicle4r5ext_st	N/A	vehicle4r5ext_st.mat
36.087	3.0006.1	chairs5r3ext_st	N/A	chairs5r3ext_st.mat
39.093	3.0005.6	animal3r2ext_st	N/A	animal3r2ext_st.mat
45.106	3.0004.2	fruits4r2ext_st	N/A	fruits4r2ext_st.mat
48.113	3.0005.7	animal2r4ext_st	N/A	animal2r4ext_st.mat
54.126	3.0004.3	vehicle4r4ext_st	N/A	vehicle4r4ext_st.mat
60.139	3.0005.8	animal1r5ext_st	N/A	animal1r5ext_st.mat
63.145	3.0005.9	face3r2ext_st	N/A	face3r2ext_st.mat
66.152	3.0005.10	fruits1r1ext_st	N/A	fruits1r1ext_st.mat
69.158	3.0019	face2r3ext_st	N/A	face2r3ext_st.mat
72.165	3.0005.11	fruits5r3ext_st	N/A	fruits5r3ext_st.mat
78.178	3.0003	face2r1ext_st	N/A	face2r1ext_st.mat
81.184	3.0005.12	animal4r5ext_st	N/A	animal4r5ext_st.mat
87.197	3.0004.4	animal3r1ext_st	N/A	animal3r1ext_st.mat
90.203	3.0005.13	fruits2r4ext_st	N/A	fruits2r4ext_st.mat
93.21	3.0005.14	fruits2r3ext_st	N/A	fruits2r3ext_st.mat
96.216	3.0005.15	fruits1r2ext_st	N/A	fruits1r2ext_st.mat
102.23	3.0004.5	vehicle5r4ext_st	N/A	vehicle5r4ext_st.mat
105.24	3.0005.16	fruits1r5ext_st	N/A	fruits1r5ext_st.mat
111.25	3.0004.6	vehicle4r2ext_st	N/A	vehicle4r2ext_st.mat
117.26	3.0003.1	fruits4r5ext_st	N/A	fruits4r5ext_st.mat
123.27	3.0005.17	animal1r4ext_st	N/A	animal1r4ext_st.mat
126.28	3.0005.18	fruits4r3ext_st	N/A	fruits4r3ext_st.mat
129.29	3.0005.19	vehicle2r5ext_st	N/A	vehicle2r5ext_st.mat
132.29	3.0005.20	chairs3r4ext_st	N/A	chairs3r4ext_st.mat
135.3	3.0005.21	face5r3ext_st	N/A	face5r3ext_st.mat
141.31	3.0004.7	chairs4r5ext_st	N/A	chairs4r5ext_st.mat
144.32	3.0005.22	vehicle5r3ext_st	N/A	vehicle5r3ext_st.mat
150.33	3.0004.8	fruits5r5ext_st	N/A	fruits5r5ext_st.mat
153.34	3.0005.23	animal5r5ext_st	N/A	animal5r5ext_st.mat
156.35	3.0006.2	face2r4ext_st	N/A	face2r4ext_st.mat
159.35	3.0005.24	vehicle5r5ext_st	N/A	vehicle5r5ext_st.mat
162.38	3.0004.9	vehicle2r4ext_st	N/A	vehicle2r4ext_st.mat
165.38	3.0005.25	animal5r3ext_st	N/A	animal5r3ext_st.mat
168.39	3.0005.26	fruits3r4ext_st	N/A	fruits3r4ext_st.mat
171.4	3.0005.27	animal3r4ext_st	N/A	animal3r4ext_st.mat
177.41	3.0004.10	vehicle1r2ext_st	N/A	vehicle1r2ext_st.mat
180.41	3.0005.28	face2r2ext_st	N/A	face2r2ext_st.mat
183.42	3.0006.3	face4r1ext_st	N/A	face4r1ext_st.mat
186.43	3.0005.29	chairs3r3ext_st	N/A	chairs3r3ext_st.mat
189.43	3.0006.4	face5r5ext_st	N/A	face5r5ext_st.mat
192.44	3.0007	chairs5r5ext_st	N/A	chairs5r5ext_st.mat
195.45	3.0005.30	vehicle4r3ext_st	N/A	vehicle4r3ext_st.mat
198.45	3.0005.31	face4r3ext_st	N/A	face4r3ext_st.mat
201.46	3.0006.5	chairs3r1ext_st	N/A	chairs3r1ext_st.mat
204.47	3.0005.32	fruits5r4ext_st	N/A	fruits5r4ext_st.mat
207.47	3.0005.33	face1r5ext_st	N/A	face1r5ext_st.mat
210.48	3.0006.6	face1r1ext_st	N/A	face1r1ext_st.mat
213.49	3.0005.34	animal2r3ext_st	N/A	animal2r3ext_st.mat
216.49	3.0005.35	animal3r3ext_st	N/A	animal3r3ext_st.mat
219.5	3.0006.7	fruits1r3ext_st	N/A	fruits1r3ext_st.mat
222.51	3.0005.36	face3r5ext_st	N/A	face3r5ext_st.mat
228.52	3.0004.11	fruits4r4ext_st	N/A	fruits4r4ext_st.mat
231.52	3.0005.37	animal5r2ext_st	N/A	animal5r2ext_st.mat
234.53	3.0005.38	chairs3r2ext_st	N/A	chairs3r2ext_st.mat
237.54	3.0005.39	chairs1r5ext_st	N/A	chairs1r5ext_st.mat
240.54	3.0005.40	chairs1r2ext_st	N/A	chairs1r2ext_st.mat
243.55	3.0005.41	face5r4ext_st	N/A	face5r4ext_st.mat
246.56	3.0005.42	vehicle4r1ext_st	N/A	vehicle4r1ext_st.mat
249.56	3.0005.43	fruits2r1ext_st	N/A	fruits2r1ext_st.mat
252.57	3.0005.44	animal4r3ext_st	N/A	animal4r3ext_st.mat
258.58	3.0004.12	vehicle3r2ext_st	N/A	vehicle3r2ext_st.mat
264.6	3.0004.13	chairs5r2ext_st	N/A	chairs5r2ext_st.mat
270.61	3.0004.14	vehicle1r4ext_st	N/A	vehicle1r4ext_st.mat
276.62	3.0004.15	animal2r2ext_st	N/A	animal2r2ext_st.mat
