name	x	y	z
AFz	3.4211704060000003	49.23400733	103.7086517
Fp1	-26.30075645	78.62852143	74.53010349
Fp2	35.50894963	77.12568569	81.5032769
AF3	-30.87942514	50.51302688	93.03552917
AF4	40.52886805	45.41365392	96.72799535
F7	-65.80570201	37.91551607	53.53451825
F3	-38.07061965	17.09076329	96.03447949
Fz	6.402510716	8.09276539	108.18773200000001
F4	48.14477442	17.76049453	96.40665319
F8	71.80381828	39.51453429	52.18413722
FC5	-66.98678383	5.642903547	67.0830954
FC1	-22.42370744	-21.720278399999998	100.8080109
FC2	34.20027762	-26.68849444	98.98128964
FC6	75.93370996	3.18671952	65.04423065
T7	-78.14995747	-8.978193351	24.67588402
C3	-56.88458423	-41.79744036	74.49242213
Cz	6.9550534829999995	-64.64639543	89.93184098
C4	63.81095473	-45.23993167	73.8119298
T8	79.82927324	-9.309891609	20.47386954
CP5	-70.84165082	-50.07788407	32.27177974
CP1	-28.45956408	-85.65401083	61.72901278
CP2	34.9378742	-82.25096134	59.64849567
CP6	74.27933253	-48.02725421	27.00387453
P7	-64.59441457	-50.26821039	-11.45617645
P3	-45.88476281	-82.75042368	27.74577048
Pz	-2.28024247	-94.66621908	26.22129487
P4	42.95083381	-83.25273881	28.55142045
P8	61.12583231	-49.94502841	-16.20490016
PO3	-33.80427094	-79.01750753	-11.52743421
PO4	32.73203157	-79.16928656	-10.47517078
O1	-25.50625279	-62.46984241	-41.81112373
O2	27.09431071	-62.07274833	-38.20963201
AF7	-48.77506883	60.52572625	71.11691409999999
AF8	58.00974839999999	58.09965993	69.02787362
F5	-55.95564705	26.9144093	79.93255649999999
F1	-16.11483898	13.52592009	105.73200179999999
F2	29.00037048	8.785155247	104.77292840000001
F6	65.35402341	25.81574852	79.85775078
FT7	-73.75170572	12.87865181	41.22841471
FC3	-50.08150233	-11.96246943	87.43287742
FCz	5.648538286	-24.58392952	105.79431609999999
FC4	59.07192149	-16.88886562	87.42899434
FT8	79.74254028	13.57528613	38.3384719
C5	-74.04527176	-26.76980868	49.53616818
C1	-24.40044819	-55.28844015	92.07099248
C2	35.7796619	-60.79410315	86.42681212
C6	78.81367561	-29.82005259	50.48365692
TP7	-73.41185026	-34.70214805	4.18323983
CP3	-55.89670518	-68.48630820000001	55.35675954
CPz	2.435987317	-88.66076551	64.95738056
CP4	56.84213645	-73.66500570000001	54.91917174
TP8	73.99403661	-42.10523292	5.0131488310000005
P5	-62.07666837	-66.70798455	9.978166427
P1	-25.4088746	-91.65318197	29.88767432
P2	26.50472924	-88.95553267	27.7603457
P6	56.81591288	-68.55486911	8.463103007
PO7	-43.7360979	-59.04439169	-26.55345493
POz	-3.799608819	-86.3644254	-8.597710424
PO8	42.66348101	-60.30111087	-28.51735072
Oz	1.617732966	-65.49358767	-41.66786745
P9	-57.5501275	-32.74363353	-44.32692875
P10	58.9718649	-31.03344813	-41.36446099
TP9	-67.10246447	-11.47805369	-29.48177416
