name	x	y	z
AFz	-8.408075234	90.03751603	41.39609855
Fp1	-31.87970822	92.73017912	3.1194144460000004
Fp2	21.68498878	98.74072111	4.699091118
AF3	-36.45129779	79.66686827	34.65059724
AF4	26.46093932	89.16465206	34.06818787
F7	-65.17335703	48.62948303	2.76315642
F3	-43.06313922	55.12013059	51.51414344
Fz	-1.4208409990000002	63.27407196	68.01201024
F4	36.99985633	62.26478647	54.11321917
F8	59.37088708	61.63722382	10.10001647
FC5	-69.96607971	22.58037131	28.86029805
FC1	-26.79523162	27.66909954	74.41897689
FC2	26.22849481	31.22999655	74.31835963
FC6	63.88713174	36.70582454	34.34467101
T7	-73.56577095	-4.7371204	6.099126007000001
C3	-57.01473705	-9.044962625	61.90432381
Cz	2.188984897	-8.075570569	85.78481614
C4	56.70888769	4.159894785	62.70919796
T8	74.06896837	8.242505503	6.066835284
CP5	-65.92025544	-33.87716752	32.11103674
CP1	-25.673914399999997	-42.98628837	75.31681291
CP2	30.66644326	-39.91121041	75.51019396
CP6	70.40650535	-26.65236936	34.45703386
P7	-51.79088596	-54.66154457	-2.048085892
P3	-35.37952958	-63.61559308	49.45800362
Pz	3.5954643839999996	-70.37059638	56.90388331
P4	48.40142155	-58.85410383	49.86792079
P8	63.14026658	-46.61413617	-3.637407172
PO3	-30.29228952	-77.5017398	13.96209986
PO4	44.04010685	-72.58391745	13.29586278
O1	-22.34508754	-78.7215531	-19.29647155
O2	33.29406774	-76.93878374	-17.57605053
AF7	-52.54286231	76.97258251	3.8438905230000002
AF8	40.05062236	87.75291549	8.943606212
F5	-59.4660921	52.25440213	29.91961939
F1	-24.83003279	60.89834673	62.08731184
F2	24.11031298	65.02966674	60.78827289
F6	48.86708622	65.21666633	34.899016700000004
FT7	-73.44821859	22.2508102	0.377862023
FC3	-51.29632992	23.54470408	59.46509054
FCz	0.987619406	29.51023851	79.14550199
FC4	48.38346275	33.06208197	59.56870594
FT8	67.71733719	35.95229063	7.729610572
C5	-72.17643499	-6.41874406	29.72921076
C1	-28.2423906	-6.15714005	79.70786281
C2	29.945056899999997	1.952773024	79.17335653
C6	70.34938221	6.208568575	35.00307706
TP7	-65.84024446	-30.38486487	0.952856542
CP3	-55.1877747	-42.529268	55.98698724
CPz	0.792760783	-43.69588792	77.29166346
CP4	58.18337352	-31.12660678	58.14157179
TP8	71.93831746	-22.17757356	1.603549071
P5	-50.04459575	-58.30868302	25.20776693
P1	-20.09543172	-71.35250457	53.21904646
P2	29.440521	-67.93770069	52.39057896
P6	60.44976044	-53.58011549	25.07091365
PO7	-35.46698836	-71.58298311	-1.075325804
POz	6.547572701	-85.77218854	21.791803299999998
PO8	49.44816532	-66.1239068	-4.821961974
Oz	6.385048768	-84.88881216	-18.57736686
P9	-48.92513265	-49.45063682	-38.06250154
P10	58.28388625	-44.57446436	-43.57368019
TP9	-61.99259517	-30.11013156	-35.80901177
