name	x	y	z
AFz	8.009033473999999	78.34865959999999	77.02902168
Fp1	-24.62644344	103.2095609	49.48076022
Fp2	36.83542587	99.34542878	47.96217394
AF3	-27.63083691	76.75573680000001	70.97113711
AF4	40.731	74.244	67.064
F7	-62.63335277	68.55638012	29.16066514
F3	-38.80954349	47.58556568	78.00926356
Fz	6.812299993	39.90670376	92.71003118
F4	49.96106886	41.45951023	72.02887105
F8	66.55003549999999	56.36529787	25.40424816
FC5	-68.01012832	32.64485279	46.18358383
FC1	-22.76062309	7.367035745	89.68041974
FC2	32.16295013	1.208152087	84.63965357
FC6	67.61415813	24.15579666	36.87131189
T7	-79.76820812	17.66204029	7.776448447000001
C3	-63.34445429	-16.43455749	63.96964926
Cz	-2.598134161	-42.78250589	92.67817522
C4	62.36165748	-30.23946123	66.44001169
T8	74.53200451	5.581210442000001	-3.3619853610000003
CP5	-80.70841451	-34.50397823	23.45550316
CP1	-41.44492394	-65.28095929	62.42366872
CP2	31.20320279	-75.26997179	57.50648733
CP6	73.94719414	-46.28181037	18.19528997
P7	-76.65492007	-41.31907597	-20.14069238
P3	-51.69289058	-74.27555375	23.86992332
Pz	-7.396770401	-91.87231525	30.55075972
P4	45.17635133	-81.60928372	21.23904009
P8	63.87624378	-53.66952382	-28.06957716
PO3	-45.26370584	-77.46485618	-9.917399162
PO4	31.46600615	-85.24401091	-18.0382785
O1	-37.28468813	-70.92990188	-43.17885604
O2	24.832704100000004	-74.84819936	-48.33308323
AF7	-51.18869204	88.60276832	47.65382279
AF8	54.12278756	81.36472608	33.80509318
F5	-55.43517659	57.87366983	56.88466517
F1	-19.04184988	44.78932781	87.97945901
F2	31.80586052	35.43463341	87.52366355
F6	60.71778076	49.08264971	47.09571842
FT7	-75.85267891	47.85038370000001	16.53931437
FC3	-53.87199883	14.44054993	72.21078853
FCz	6.483061074	2.39833206	93.76991241
FC4	54.959535200000005	10.90294801	65.01810171
FT8	69.67128712	31.92864584	7.024939858
C5	-77.88157783	2.719984918	32.30016436
C1	-37.88494128	-32.37755539	87.89496143
C2	35.24682811	-40.75505955	83.61771974
C6	77.06890081	-11.07277666	34.93553779
TP7	-79.57152497	-13.93004919	-8.850883238
CP3	-68.43676278	-51.01796847	46.52427302
CPz	-7.464629963999999	-76.03104501	65.09378015
CP4	58.54102608	-59.46996423	48.60505358
TP8	75.78941616	-30.71911513	-19.22532165
P5	-70.01575307	-54.61583512	7.26313367
P1	-35.01805107	-84.0611716	28.8391515
P2	28.22193266	-88.41188177	26.66366322
P6	60.72442867	-67.5685381	-1.8035753730000001
PO7	-59.42247585	-61.03246453	-33.33423359
POz	-4.21198687	-90.98377677	-9.774262744
PO8	46.23074219	-68.45489585	-38.26384614
Oz	-5.150241953	-76.65380767	-47.19671025
P9	-78.08822138	-28.09257125	-53.17880199
P10	56.42061048	-40.21920351	-64.42560406
TP9	-86.66532215	-9.849301677	-42.71332627
