onset	duration	trial_type	response_time	stim_file
6.0222	3.0004	face3r1ext_st	N/A	face3r1ext_st.mat
9.0285	3.0005	vehicle1r5ext_st	N/A	vehicle1r5ext_st.mat
12.035	3.0005.1	fruits1r5ext_st	N/A	fruits1r5ext_st.mat
15.041	3.0006	vehicle4r5ext_st	N/A	vehicle4r5ext_st.mat
21.087	3.0004.1	animal5r2ext_st	N/A	animal5r2ext_st.mat
24.094	3.0005.2	vehicle4r3ext_st	N/A	vehicle4r3ext_st.mat
27.1	3.0006.1	fruits4r3ext_st	N/A	fruits4r3ext_st.mat
33.113	3.0003	face1r2ext_st	N/A	face1r2ext_st.mat
36.119	3.0006.2	vehicle2r3ext_st	N/A	vehicle2r3ext_st.mat
39.125	3.0005.3	chairs4r4ext_st	N/A	chairs4r4ext_st.mat
45.138	3.0003.1	vehicle3r5ext_st	N/A	vehicle3r5ext_st.mat
48.144	3.0006.3	chairs5r5ext_st	N/A	chairs5r5ext_st.mat
51.151	3.0005.4	chairs3r2ext_st	N/A	chairs3r2ext_st.mat
54.157	3.0006.4	vehicle5r2ext_st	N/A	vehicle5r2ext_st.mat
57.163	3.0006.5	vehicle3r1ext_st	N/A	vehicle3r1ext_st.mat
60.17	3.0005.5	fruits3r4ext_st	N/A	fruits3r4ext_st.mat
66.183	3.0004.2	fruits5r1ext_st	N/A	fruits5r1ext_st.mat
69.189	3.0005.6	fruits3r5ext_st	N/A	fruits3r5ext_st.mat
72.195	3.0004.3	chairs2r5ext_st	N/A	chairs2r5ext_st.mat
78.208	3.0004.4	chairs4r5ext_st	N/A	chairs4r5ext_st.mat
84.237	3.0003.2	chairs1r1ext_st	N/A	chairs1r1ext_st.mat
87.244	3.0005.7	face5r1ext_st	N/A	face5r1ext_st.mat
90.25	3.0005.8	fruits4r5ext_st	N/A	fruits4r5ext_st.mat
93.256	3.0005.9	animal4r3ext_st	N/A	animal4r3ext_st.mat
96.263	3.0005.10	vehicle2r4ext_st	N/A	vehicle2r4ext_st.mat
99.269	3.0004.5	vehicle1r2ext_st	N/A	vehicle1r2ext_st.mat
102.28	3.0005.11	face2r2ext_st	N/A	face2r2ext_st.mat
108.29	3.0004.6	vehicle5r5ext_st	N/A	vehicle5r5ext_st.mat
111.29	3.0005.12	face1r1ext_st	N/A	face1r1ext_st.mat
114.3	3.0005.13	face4r4ext_st	N/A	face4r4ext_st.mat
117.31	3.0004.7	face3r2ext_st	N/A	face3r2ext_st.mat
120.31	3.0005.14	vehicle1r4ext_st	N/A	vehicle1r4ext_st.mat
