onset	duration	trial_type	response_time	stim_file
6.0193	3.0006	vehicle3r5ext_st	N/A	vehicle3r5ext_st.mat
12.04	3.0006.1	animal4r2ext_st	N/A	animal4r2ext_st.mat
15.051	3.0007	chairs3r4ext_st	N/A	chairs3r4ext_st.mat
21.072	3.0006.2	animal2r4ext_st	N/A	animal2r4ext_st.mat
24.082	3.0007.1	chairs3r1ext_st	N/A	chairs3r1ext_st.mat
27.092	3.0008	chairs4r3ext_st	N/A	chairs4r3ext_st.mat
30.103	3.0008.1	face4r1ext_st	N/A	face4r1ext_st.mat
36.124	3.0006.3	fruits4r3ext_st	N/A	fruits4r3ext_st.mat
39.134	3.0007.2	fruits4r4ext_st	N/A	fruits4r4ext_st.mat
42.145	3.0008.2	animal1r4ext_st	N/A	animal1r4ext_st.mat
45.155	3.0007.3	vehicle5r2ext_st	N/A	vehicle5r2ext_st.mat
48.165	3.0008.3	face2r3ext_st	N/A	face2r3ext_st.mat
51.176	3.0008.4	fruits5r1ext_st	N/A	fruits5r1ext_st.mat
54.186	3.0008.5	vehicle2r1ext_st	N/A	vehicle2r1ext_st.mat
60.207	3.0006.4	face4r5ext_st	N/A	face4r5ext_st.mat
63.218	3.0008.6	animal4r1ext_st	N/A	animal4r1ext_st.mat
69.239	3.0006.5	vehicle1r3ext_st	N/A	vehicle1r3ext_st.mat
72.249	3.0007.4	animal2r1ext_st	N/A	animal2r1ext_st.mat
75.26	3.0008.7	fruits3r5ext_st	N/A	fruits3r5ext_st.mat
81.281	3.0007.5	vehicle4r4ext_st	N/A	vehicle4r4ext_st.mat
84.291	3.0008.8	vehicle4r5ext_st	N/A	vehicle4r5ext_st.mat
87.301	3.0008.9	fruits2r2ext_st	N/A	fruits2r2ext_st.mat
90.312	3.0007.6	face5r3ext_st	N/A	face5r3ext_st.mat
93.322	3.0007.7	vehicle4r1ext_st	N/A	vehicle4r1ext_st.mat
96.333	3.0008.10	animal1r5ext_st	N/A	animal1r5ext_st.mat
99.343	3.0008.11	face4r2ext_st	N/A	face4r2ext_st.mat
102.35	3.0007.8	fruits3r1ext_st	N/A	fruits3r1ext_st.mat
105.36	3.0008.12	fruits3r3ext_st	N/A	fruits3r3ext_st.mat
