name	x	y	z
AFz	4.676545663	53.60567568	86.94898723
Fp1	-25.06103932	74.04437812	54.31807178
Fp2	33.78406935	76.45812314	50.51370112
AF3	-28.36969453	46.90833879	78.89816497
AF4	38.19220421	53.51814994	78.23957338
F7	-63.45189574	33.15864709	40.61627381
F3	-36.45936182	16.53946123	85.45133047
Fz	4.709412803999999	18.63284145	100.6498983
F4	46.66074219	25.11450998	80.601054
F8	65.6390163	48.40278669	36.32289076
FC5	-63.81174905	2.030620013	52.80955481
FC1	-19.614376699999998	-14.91557726	96.85084871
FC2	36.28766793	-13.82380365	93.89729438
FC6	75.91498561	10.75111322	53.13143459
T7	-72.31951838	-16.82318123	19.56291867
C3	-47.21151313	-42.42918094	73.20127381
Cz	10.46248064	-58.76499588	88.08864188
C4	66.39489219	-35.48248883	66.47596043
T8	84.90472406	-6.30540387	11.12868373
CP5	-61.84794457	-63.31275502	24.24772386
CP1	-19.31082316	-85.68958397	60.14771125
CP2	39.49382714	-80.87535253	55.31196608
CP6	73.71143912	-50.54167961	19.56540672
P7	-54.07195887	-67.41493856	-19.17647417
P3	-32.50187044	-91.53626715	24.09093346
Pz	10.27980693	-95.03462064	26.07282698
P4	50.52946463	-81.19339635	19.34388754
P8	67.25848277	-55.26673677	-21.55512038
PO3	-27.096549699999997	-92.9451234	-17.67980643
PO4	45.188508500000005	-84.19486906	-19.27003001
O1	-13.41198278	-83.02190077	-45.50804151
O2	35.34661974	-75.17784572	-44.4748654
AF7	-48.7873266	57.41208648	49.95715533
AF8	52.91095891	63.60556389	48.75133683
F5	-53.55157565	26.59548369	64.64211995
F1	-14.67403565	17.34126962	97.53042772
F2	30.84886074	20.63635486	94.52846590000001
F6	64.10927318	38.32533774	59.68395047
FT7	-70.19526691	7.931835044	32.56918546
FC3	-45.32538078	-11.87288396	80.26434941
FCz	10.07630796	-20.286303	100.8202905
FC4	57.25412573	-3.208638142	78.81680119
FT8	78.55985788	23.08572415	23.24765039
C5	-66.89322510000001	-31.42212548	48.93649661
C1	-19.65864381	-54.028443	86.06775394
C2	41.15059626	-49.28413812	82.23463113
C6	80.13684128	-19.12245249	41.07247482
TP7	-68.40219298	-44.35279305	-0.990870686
CP3	-44.42141227	-74.24752431	53.17934157
CPz	7.493405664	-88.07188564	59.54559142
CP4	62.68849206	-64.05629625	45.43888384
TP8	78.28504379	-34.15398346	-5.661298209
P5	-48.72423158	-81.22669731	8.411586386
P1	-14.12044768	-96.00328291	25.88350354
P2	31.086060999999997	-91.94592435	21.34723521
P6	61.66120244	-69.85497149	2.246879293
PO7	-34.43466405	-80.13973659	-31.71131876
POz	11.97814576	-94.253297	-13.69568901
PO8	51.33908078	-70.48217962	-37.29962258
Oz	11.20542558	-79.05150867	-49.17395111
P9	-51.677753	-41.01837421	-55.08562273
P10	63.57100669	-33.56248084	-56.44207627
TP9	-66.27811170000001	-29.624321999999996	-35.53372629
