name	x	y	z
AFz	-1.199131527	85.19192646	59.781490399999996
Fp1	-23.15624933	97.86290676	20.84448832
Fp2	31.32147709	97.5117016	25.52248535
AF3	-30.3151528	83.14544980000001	48.19997551
AF4	33.61956238	81.32966353	52.02681241
F7	-58.78855165	60.94176412	22.15404949
F3	-37.67608604	55.78504233	66.50578625
Fz	-1.69618006	56.87649617	77.72168814
F4	39.94618878	54.43938304	66.70251095
F8	61.84297125	57.22339165	23.934000100000002
FC5	-66.55560344	32.09675577	48.09971111
FC1	-30.39912464	20.90052789	88.64460258
FC2	21.70943506	21.76827781	86.08665353
FC6	65.76749616	28.25656274	49.46917063
T7	-77.98978521	4.502842669	17.27510333
C3	-61.39793416	-2.655387742	70.48804733
Cz	-9.192992627999999	-13.8924179	92.02758358
C4	48.67241653	-4.950083492	73.7647089
T8	70.48855825	0.763203772	21.52502014
CP5	-69.94892213	-28.60602502	39.17946378
CP1	-38.70841888	-42.55646056	73.55886553
CP2	15.84405132	-45.08697354	75.87285967
CP6	55.50109106	-33.40169169	41.5644728
P7	-62.1837288	-44.85239644	2.71265752
P3	-49.39151567	-55.04166833	46.53398045
Pz	-12.53654535	-65.6159122	50.76537352
P4	29.65782022	-59.28382789	49.86766422
P8	46.91097731	-52.21485816	2.680757507
PO3	-42.28044603	-66.46432782	15.34625595
PO4	22.58455082	-70.78852355	18.72932036
O1	-33.37235906	-72.51641761	-14.87350768
O2	16.71320689	-74.72102974	-11.85766555
AF7	-44.21436496	83.44292645	23.04699139
AF8	52.82438271	75.54696059999999	20.69236293
F5	-52.58375286	61.28917129	46.34486408
F1	-22.58951519	59.131021200000006	74.99435169
F2	23.944826100000004	53.50819616	75.91894849
F6	58.08842777	53.29075578	42.85695151
FT7	-69.34857493	36.123948999999996	14.77089079
FC3	-51.78281638	29.29880927	69.86506654
FCz	-4.105396054	24.81849386	89.67268891
FC4	47.80342099	24.14663082	70.66441726
FT8	68.28788878	27.49977229	17.98715995
C5	-76.76777925	8.281450797	39.55920062
C1	-36.60011741	-2.049425259	86.24935892
C2	19.85168477	-9.808675244	88.36879598
C6	63.56353852	-0.789716785	50.913265100000004
TP7	-74.64487386	-18.376901	5.520128127
CP3	-62.70528586	-29.15803936	60.57535436
CPz	-9.968406078	-42.05587533	77.95384346
CP4	38.52072758	-35.62239233	66.60981047
TP8	59.73974205	-28.59371586	11.59714756
P5	-65.18232234	-43.09691615	31.25763919
P1	-36.34664638	-58.70687221	54.48328345
P2	9.529733247000001	-62.06019387	55.35252781
P6	41.0725341	-51.93831524	33.86926263
PO7	-52.96566695	-57.77341869	-2.8283404880000003
POz	-12.35007618	-73.69043488	24.48962085
PO8	32.3934035	-64.27182825	-0.639831721
Oz	-14.14307921	-76.47359357	-13.03737104
P9	-62.92319281	-42.24163552	-30.42327233
P10	44.40989349	-51.18267589	-27.09536316
TP9	-71.3095189	-22.31939461	-28.13439256
