name	x	y	z
AFz	-12.31247886	72.75127197	61.84658105
Fp1	-34.74172618	84.44978015	21.23567376
Fp2	21.4343967	90.27204953	31.30521731
AF3	-40.59901698	66.19354162	47.00595527
AF4	22.83399269	71.45673587	59.24460947
F7	-62.73417913	43.40476769	8.79346122
F3	-46.09849405	39.57872614	62.04636429
Fz	-8.059194672	43.0965158	80.97244892
F4	35.7959995	45.45976186	70.32010366
F8	59.65525785	54.10119326	26.41994428
FC5	-67.55017604	13.81823655	37.85080923
FC1	-29.06039593	11.41376483	86.361972
FC2	21.15544424	13.91375931	88.42044604
FC6	63.21872009	26.63754172	48.82570959
T7	-70.40135778	-6.358528983999999	3.507176438
C3	-56.44111431	-21.79744134	64.46262186
Cz	1.354543165	-23.24583704	90.94531718
C4	53.51811464	-9.873315271000001	68.82359324
T8	71.04068041	8.449252598	10.13330887
CP5	-63.30804231	-35.311337200000004	25.82670327
CP1	-22.81636387	-53.88780274	73.8585031
CP2	32.71028311	-47.65576345	70.65284722
CP6	66.64189546	-28.63908014	29.64904284
P7	-54.15521167	-50.30492881	-10.57086599
P3	-38.62947578	-65.39661051	39.81314533
Pz	3.472969934	-72.58890490000002	48.10307956
P4	44.67925079	-60.14491019	39.98180686
P8	65.25047228	-49.51802681	-7.71263283
PO3	-28.96461982	-76.12689076	10.44925047
PO4	39.44700212	-69.89014877	10.48864883
O1	-16.74378684	-72.52121322	-22.74026145
O2	30.9244413	-68.55655758	-18.49763815
AF7	-55.949171	67.20956640000001	13.21577784
AF8	40.60071463	75.7798418	34.83929489
F5	-58.90535923	46.83315414	40.04463207
F1	-29.59082711	46.07780072	75.26278484
F2	17.21565328	47.27363378	79.57815448
F6	52.39777665	52.10536682	50.84066672
FT7	-73.02158173	18.51540977	9.95018106
FC3	-54.17098281	8.915025073999999	71.78153053
FCz	-3.231733539	14.04809331	93.13507733
FC4	51.24506591	18.33445116	73.1754743
FT8	68.02498057	30.53434708	17.169541600000002
C5	-69.32879359	-8.820076192	30.04837729
C1	-31.37761844	-20.64468789	84.77850281
C2	27.08865942	-16.63305367	88.05935981
C6	67.13161521	0.158573204	44.79424958
TP7	-63.63981073	-32.3243221	-6.8398218879999995
CP3	-49.04680637	-46.33330644	59.36736083
CPz	0.661136256	-52.23094645	74.61498454
CP4	48.03334235	-39.2584988	59.10479893
TP8	71.03194257	-20.13176906	4.364521834
P5	-53.50865246	-55.65036626	17.34842251
P1	-20.85217041	-70.13632977	46.31873987
P2	26.80939395	-68.31910147	45.27666073
P6	55.78518714	-49.9416062	20.36886113
PO7	-37.18993789	-65.13390407	-8.802610597000001
POz	5.292921216	-80.21750363	14.10462549
PO8	50.31244734	-62.89694229999999	-8.129189369
Oz	9.418470738	-77.52753323	-24.28978778
P9	-48.62767862	-43.64331779	-43.09313342
P10	64.47000027	-40.18963589	-36.06799517
TP9	-60.69694894	-31.88665529	-34.64216371
