name	x	y	z
AFz	17.76740916	76.53254335	55.59903317
Fp1	-12.23962637	98.19121632	27.3303352
Fp2	45.12675995	94.77187699	23.30209473
AF3	-12.08832747	74.43575042	51.95533444
AF4	48.67683764	74.0299059	44.64409984
F7	-48.82610651	53.91378552	19.82985143
F3	-20.30826247	47.41245334	62.97937772
Fz	19.25193815	44.92674824	70.72783277
F4	55.83152566	44.22357709	55.80198847
F8	74.84930791	51.29866202	13.82635095
FC5	-52.42321107	25.116930800000002	42.14110086
FC1	-5.964033187	14.28623081	78.43821109999999
FC2	41.42415691	13.510829300000001	71.66211204
FC6	75.29937181	20.9823139	35.46949981
T7	-63.61241906	2.9868492239999997	15.48725543
C3	-38.95461298	-7.962395772000001	64.21356721
Cz	11.37413993	-17.46636767	78.48452789
C4	61.44833027	-13.6252516	57.594361899999996
T8	82.40892389	1.338418981	1.66208951
CP5	-54.45068954	-31.87279518	32.18164322
CP1	-16.18195846	-45.88139143	62.11099287
CP2	32.51167453	-49.91583668	59.69645138
CP6	70.31765694	-37.39473562	24.06574039
P7	-50.1521156	-42.96977183	-7.798921977000001
P3	-30.17130715	-59.6221068	38.73414932
Pz	6.397516939	-70.61183711	38.81849709
P4	48.4479938	-63.19153994	27.37786611
P8	61.169080799999996	-45.6473253	-18.00185885
PO3	-25.89406895	-68.84823494	2.5526323019999997
PO4	39.8419123	-70.11780251	-1.8299127430000002
O1	-15.77584636	-67.61921977	-25.1961423
O2	27.65553006	-69.00893781	-29.33677938
AF7	-33.24107679	79.28803047	26.61632268
AF8	58.89976453	79.32332149	23.34993565
F5	-39.0162215	51.01819608	47.11952656
F1	-2.89645549	48.06910465	68.92957187
F2	39.205609	46.08877045	65.30066248
F6	68.80203226	49.94297174	38.18460359
FT7	-58.44037869	30.5347323	15.42648763
FC3	-33.10792864	17.8818622	67.45312666
FCz	16.91382073	16.01001766	78.52860733
FC4	62.70287641	16.38383102	55.98966905
FT8	80.08093658	30.01190612	13.18770869
C5	-57.05849571	0.7238732390000001	40.54896669
C1	-13.53527474	-9.904099635	78.09851946
C2	37.86578888	-15.42531668	73.97787312
C6	78.39027832	-7.86440207	31.58137134
TP7	-59.85003655	-22.52290574	7.908316123
CP3	-39.68005051	-36.20289189	56.08406007
CPz	7.619570022	-47.09900251	62.58695912
CP4	58.89487532	-42.01162914	45.70808106
TP8	74.29341603	-26.77836528	-8.504610031
P5	-44.00902436	-51.89455886	23.115521700000002
P1	-18.34717358	-64.42738514	36.695345399999994
P2	30.25537114	-67.22074719	33.69991453
P6	58.78005377	-54.61002084	9.864926914
PO7	-37.88748889	-61.96804783	-9.727835441
POz	4.416380796	-77.22136319	7.33850491
PO8	46.37153392	-59.84040702	-20.63605984
Oz	8.337135931	-71.08293069	-30.64825063
P9	-50.64862738	-30.89090182	-39.00285414
P10	56.84170008	-40.18347955	-49.92899370000001
TP9	-59.00016812	-16.41486084	-32.89969124
