onset	duration	trial_type	response_time	stim_file
6.0247	3.0004	chairs5r4ext_st	N/A	chairs5r4ext_st.mat
12.038	3.0003	face4r4ext_st	N/A	face4r4ext_st.mat
18.051	3.0004.1	fruits4r1ext_st	N/A	fruits4r1ext_st.mat
24.064	3.0004.2	chairs1r2ext_st	N/A	chairs1r2ext_st.mat
30.076	3.0003.1	animal2r4ext_st	N/A	animal2r4ext_st.mat
36.089	3.0005	face3r4ext_st	N/A	face3r4ext_st.mat
39.096	3.0004.3	chairs5r3ext_st	N/A	chairs5r3ext_st.mat
42.102	3.0006	fruits3r1ext_st	N/A	fruits3r1ext_st.mat
48.115	3.0004.4	fruits5r3ext_st	N/A	fruits5r3ext_st.mat
51.122	3.0005.1	animal4r4ext_st	N/A	animal4r4ext_st.mat
54.128	3.0005.2	animal5r4ext_st	N/A	animal5r4ext_st.mat
60.141	3.0004.5	chairs5r1ext_st	N/A	chairs5r1ext_st.mat
63.147	3.0006.1	fruits2r4ext_st	N/A	fruits2r4ext_st.mat
66.171	3.0005.3	chairs2r4ext_st	N/A	chairs2r4ext_st.mat
69.177	3.0005.4	face2r4ext_st	N/A	face2r4ext_st.mat
75.19	3.0003.2	chairs1r5ext_st	N/A	chairs1r5ext_st.mat
78.196	3.0006.2	vehicle3r1ext_st	N/A	vehicle3r1ext_st.mat
81.203	3.0005.5	chairs3r5ext_st	N/A	chairs3r5ext_st.mat
87.216	3.0004.6	vehicle4r5ext_st	N/A	vehicle4r5ext_st.mat
90.222	3.0005.6	fruits3r3ext_st	N/A	fruits3r3ext_st.mat
96.235	3.0004.7	animal4r5ext_st	N/A	animal4r5ext_st.mat
99.242	3.0005.7	face3r5ext_st	N/A	face3r5ext_st.mat
102.25	3.0006.3	vehicle5r3ext_st	N/A	vehicle5r3ext_st.mat
105.25	3.0005.8	chairs4r4ext_st	N/A	chairs4r4ext_st.mat
111.27	3.0004.8	fruits1r1ext_st	N/A	fruits1r1ext_st.mat
117.28	3.0003.3	face5r3ext_st	N/A	face5r3ext_st.mat
120.29	3.0006.4	face5r1ext_st	N/A	face5r1ext_st.mat
123.29	3.0005.9	fruits1r4ext_st	N/A	fruits1r4ext_st.mat
126.3	3.0005.10	animal2r2ext_st	N/A	animal2r2ext_st.mat
129.31	3.0005.11	face1r3ext_st	N/A	face1r3ext_st.mat
132.31	3.0006.5	animal3r1ext_st	N/A	animal3r1ext_st.mat
135.32	3.0005.12	face2r3ext_st	N/A	face2r3ext_st.mat
138.33	3.0006.6	fruits1r3ext_st	N/A	fruits1r3ext_st.mat
141.33	3.0005.13	vehicle2r5ext_st	N/A	vehicle2r5ext_st.mat
144.34	3.0005.14	vehicle2r1ext_st	N/A	vehicle2r1ext_st.mat
147.35	3.0005.15	animal2r1ext_st	N/A	animal2r1ext_st.mat
153.36	3.0004.9	chairs3r1ext_st	N/A	chairs3r1ext_st.mat
156.36	3.0005.16	animal3r4ext_st	N/A	animal3r4ext_st.mat
159.37	3.0005.17	face4r2ext_st	N/A	face4r2ext_st.mat
162.38	3.0005.18	face1r5ext_st	N/A	face1r5ext_st.mat
