onset	duration	trial_type	response_time	stim_file
6.0159	3.0003	face4r1ext_st	N/A	face4r1ext_st.mat
9.0324	3	fruits2r3ext_st	N/A	fruits2r3ext_st.mat
12.049	3.0001	face2r3ext_st	N/A	face2r3ext_st.mat
15.066	3.0001.1	face4r3ext_st	N/A	face4r3ext_st.mat
21.099	2.9999	face3r5ext_st	N/A	face3r5ext_st.mat
27.132	2.9998	animal3r3ext_st	N/A	animal3r3ext_st.mat
30.149	3.0001.2	fruits3r3ext_st	N/A	fruits3r3ext_st.mat
33.165	3.0001.3	animal3r1ext_st	N/A	animal3r1ext_st.mat
36.182	3.0001.4	fruits2r5ext_st	N/A	fruits2r5ext_st.mat
39.198	3.0001.5	animal1r3ext_st	N/A	animal1r3ext_st.mat
42.215	3.0001.6	fruits4r2ext_st	N/A	fruits4r2ext_st.mat
45.231	3.0001.7	vehicle2r2ext_st	N/A	vehicle2r2ext_st.mat
48.248	3.0001.8	animal1r1ext_st	N/A	animal1r1ext_st.mat
51.265	3.0001.9	chairs2r5ext_st	N/A	chairs2r5ext_st.mat
54.281	3.1	vehicle2r5ext_st	N/A	vehicle2r5ext_st.mat
57.298	3.0001.10	chairs4r4ext_st	N/A	chairs4r4ext_st.mat
60.314	3.0002	fruits1r5ext_st	N/A	fruits1r5ext_st.mat
66.348	2.9999.1	fruits4r5ext_st	N/A	fruits4r5ext_st.mat
69.364	3.2	fruits3r5ext_st	N/A	fruits3r5ext_st.mat
75.397	2.9999.2	chairs2r4ext_st	N/A	chairs2r4ext_st.mat
78.414	3.0001.11	vehicle4r4ext_st	N/A	vehicle4r4ext_st.mat
84.447	2.9999.3	vehicle5r5ext_st	N/A	vehicle5r5ext_st.mat
87.464	3.3	vehicle5r1ext_st	N/A	vehicle5r1ext_st.mat
90.48	3.4	animal2r5ext_st	N/A	animal2r5ext_st.mat
96.514	2.9999.4	chairs1r1ext_st	N/A	chairs1r1ext_st.mat
99.53	3.0001.12	vehicle1r5ext_st	N/A	vehicle1r5ext_st.mat
102.55	3.0001.13	face5r5ext_st	N/A	face5r5ext_st.mat
105.56	3.0001.14	fruits1r4ext_st	N/A	fruits1r4ext_st.mat
108.58	3.5	face5r1ext_st	N/A	face5r1ext_st.mat
