name	x	y	z
AFz	7.8468727970000005	-72.75103685	69.00109255
Fp1	33.56025656	-78.72716907	20.97655322
Fp2	-24.31668166	-81.0971941	24.88196155
AF3	41.42354202	-69.19437971	53.88140627
AF4	-28.96046546	-71.50112759999999	59.63684574
F7	68.33952251	-44.97903151	22.96447935
F3	47.80956375	-43.48766389	79.61501662
Fz	4.135341329	-54.452325699999996	92.90685794
F4	-35.6021348	-58.2958282	79.25356513
F8	-62.15543586	-53.64901612	29.41294518
FC5	73.61638679	-9.41839303	55.38031313
FC1	29.504031400000002	-10.70775665	99.27124916
FC2	-19.33330929	-11.69146909	102.8648129
FC6	-63.80914994	-22.59672341	61.23590260000001
T7	78.90337174	25.8251687	26.05430342
C3	58.68517981	29.43661143	84.99781771
Cz	2.984880809	36.10523239	108.05171509999998
C4	-52.18870297	21.26890948	86.85147983
T8	-73.49071315	14.56015158	27.85994793
CP5	68.5908885	62.74547154	51.6435096
CP1	28.33574458	71.44019263	85.4055308
CP2	-18.81393479	70.49707985	88.58266645
CP6	-63.01430299	52.36264403	52.52055695
P7	62.80979751	92.02867779	6.54363232
P3	44.17561308	86.74406028	58.861797499999994
Pz	1.9045889040000001	98.05353725	64.15869913
P4	-40.63140609	86.6247708	57.07373977
P8	-60.35005118	84.38461929	8.170679903
PO3	33.31180142	109.6392639	29.21191604
PO4	-33.24211342	107.54998140000001	23.97001188
O1	24.71420135	116.62740840000001	-6.3531473389999995
O2	-27.28874442	111.64775049999999	-7.484224669
AF7	53.1655079	-69.28422665	23.10362932
AF8	-45.32296152	-72.49916415	28.36168262
F5	62.45665659	-48.85627789	56.32290908
F1	27.32370124	-55.68398593	88.85484258
F2	-19.93712494	-57.02143579	90.58029892
F6	-55.85507371	-57.89891375	52.90342698
FT7	76.2636191	-8.075943355	25.54105112
FC3	54.99774895	-8.934332186	86.17748003
FCz	2.177606691	-10.14391706	109.7411098
FC4	-44.81183145	-19.43534256	86.80697834
FT8	-70.41474285	-15.94151769	29.247424199999998
C5	76.90489522	24.245455800000002	57.05607404
C1	33.07907921	30.36046535	103.75155040000001
C2	-26.22127727	30.66065608	103.7089035
C6	-68.18167617	17.5229176	58.42873869
TP7	75.94136207	61.18141755	19.74663411
CP3	52.52839306	68.24739511	71.68166698
CPz	3.290028066	77.65488692	87.04061791
CP4	-49.152635	57.29067056	74.81264973
TP8	-68.8940834	56.22465678	19.94375376
P5	53.20680375	88.85480891	38.23889093
P1	26.19866463	98.60835914	58.87202736
P2	-22.97679017	96.55139467	56.21098731
P6	-54.25367558	82.05740909	40.72613789
PO7	40.74421772	108.58839170000002	2.586499441
POz	-2.1489328480000003	113.39122730000001	32.36730025
PO8	-44.65716969	99.91282938	4.554211372
Oz	-3.87153105	118.41237890000001	-8.237561936
P9	56.64731904	93.30081592	-27.06839162
P10	-54.55839216	84.23229018	-25.19693972
TP9	73.8774554	64.19311141	-22.26110792
