name	x	y	z
AFz	22.98480971	76.26732395	52.84009888
Fp1	-6.6235844329999995	92.23280568	19.64972618
Fp2	40.62171543	87.15831701	13.99000174
AF3	-7.667115449	78.25573661	52.34574982
AF4	53.07019285	68.45230131	39.53231471
F7	-50.60321698	57.80307456	21.27947714
F3	-19.8084334	54.2579431	67.6588041
Fz	22.29318038	49.13217508	74.31416043
F4	59.36423003	38.68891702	57.12216681
F8	74.26694444	40.56424375	11.56772324
FC5	-54.30562423	34.04135353	50.00861388
FC1	-6.904627305	19.31778975	86.62580624
FC2	44.05602283	12.14678258	78.65123042
FC6	76.63474613	12.18320194	36.46628872
T7	-71.70308611	5.004741799	24.82161069
C3	-45.71953569	-3.6388157210000003	75.30797317
Cz	11.79609174	-16.32507577	87.64309412
C4	64.96422729999999	-21.37728669	60.01108094
T8	79.16835223	-17.13568635	7.684216576
CP5	-63.6900282	-24.90345827	43.14763525
CP1	-19.77562198	-43.63128695	73.05652871
CP2	26.6743523	-51.54075562	68.64350901
CP6	67.99150312	-42.72737933	22.45948406
P7	-61.73436727	-38.29484957	3.897314768
P3	-40.11838823	-50.94003764	51.07009357
Pz	-5.8547499929999995	-66.58504774	45.2772761
P4	35.10178129	-65.90462785	38.55823053
P8	52.24601963	-58.56093427	-10.20739563
PO3	-38.83851179	-63.52105195	9.282430701000001
PO4	23.59951688	-75.7246544	4.392977556
O1	-34.44756601	-73.50316152	-23.94507585
O2	14.03597355	-80.11417645	-28.21150261
AF7	-29.27839353	80.0080204	26.33665183
AF8	61.07052329	67.67695935	16.28729593
F5	-36.02438233	60.35002248	47.83435245
F1	-4.237268848	55.16001538	72.53922411
F2	43.18753167	45.23873011	68.17335841
F6	69.20928585	41.46175796	40.61971658
FT7	-63.51513547	32.08105408	20.25362096
FC3	-36.50811116	28.74991481	72.74324033
FCz	15.01940437	19.84487386	85.85306854
FC4	62.01633657	10.77436266	64.26731448
FT8	78.92680152	13.05606079	7.420035782999999
C5	-65.29265373	6.1975744960000005	49.36277046
C1	-21.36412058	-10.24772786	85.37058334
C2	38.87581386	-22.10781884	79.73128940000001
C6	77.81671495	-19.80632854	36.62107859
TP7	-68.08949797	-23.17809107	14.63955637
CP3	-46.19663801	-33.56273288	66.01309074
CPz	1.7960508590000002	-47.17480458	74.23393827
CP4	55.47893897	-46.2949897	52.31777222
TP8	69.8692224	-37.58652622	-2.197459283
P5	-54.4544226	-45.59565332	31.73214426
P1	-28.76036152	-61.27655153	44.82457187
P2	19.72074167	-68.89028552	38.78256197
P6	52.49983958	-60.1333275	16.99917624
PO7	-45.94406012	-60.49235597	-1.973293994
POz	-4.252187141	-76.52950737	11.58446839
PO8	36.54111298	-71.64377848	-11.24961644
Oz	-4.592371213	-78.2256607	-22.33555556
P9	-59.16579629	-37.67924644	-28.19959652
P10	50.12250546	-58.26351886	-42.81952551
TP9	-63.82241996	-16.88067663	-24.03899839
