name	x	y	z
AFz	5.395208621	61.84183386	85.99811748
Fp1	-25.42973053	79.05294797	62.83069701
Fp2	30.540699199999995	86.57885601	59.06183159
AF3	-23.54541543	54.28218752	81.4972823
AF4	40.90413308	59.13498383	76.27164299
F7	-60.98625996	40.83754089	42.70398456
F3	-32.47509344	24.01445009	86.40083216
Fz	10.65814896	22.56416849	98.33235794
F4	52.2317859	33.53173925	78.14288378
F8	70.15658498	52.60333593	36.58534321
FC5	-63.04147106	2.881878525	62.68785767
FC1	-17.56707637	-11.19838227	97.99743729
FC2	41.81010964	-6.985817991	92.54077556
FC6	77.3648267	17.584007	49.975988799999996
T7	-68.88930123	-13.31531962	19.923464399999997
C3	-48.84237423	-32.84056721	72.49877855
Cz	13.85066987	-48.88482124	87.45477053
C4	67.73811202	-27.84832026	64.67501558
T8	81.15732096	-1.569672185	11.92461058
CP5	-60.91375262	-53.26858567	33.28390454
CP1	-13.84794876	-73.14487270000001	56.26329632
CP2	42.38946392	-67.71976895	50.78933109
CP6	69.27148251	-39.68590932	18.45478192
P7	-49.75134269	-61.34287479	-14.57697927
P3	-29.04318364	-82.24685036	23.13676295
Pz	12.01055665	-87.95356475	24.26504251
P4	51.000415000000004	-72.28469547	20.58769208
P8	62.73982189	-50.98745453	-19.39024799
PO3	-28.51815253	-80.18511854	-8.594552022
PO4	42.39124076	-69.88399544	-16.16862425
O1	-20.29504918	-68.13402669999999	-44.76980903
O2	29.79888923	-65.52398296	-44.07552333
AF7	-42.87899335	63.54623304	56.49925940000001
AF8	50.658775399999996	73.61645851	52.62603554
F5	-49.18089765	31.56773378	70.75655096
F1	-9.341830527	19.89032603	97.49329683
F2	35.32006667	26.87257814	91.29761846
F6	66.26658741	42.11857437	62.13341479999999
FT7	-66.60673398	13.34890091	35.23050551
FC3	-40.80579628	-6.347464248	83.97055839
FCz	11.7729397	-14.33583962	102.2946111
FC4	64.70826754	0.7203061959999999	76.40515074
FT8	80.20068098	25.09592365	22.89800578
C5	-65.74969811	-20.97729047	47.47748784
C1	-17.64849873	-43.18616478	87.48065981
C2	44.31431908	-41.55981503	82.54617861
C6	79.99903211	-11.40758123	37.40560174
TP7	-62.88448225	-34.26698643	4.340710458999999
CP3	-37.86689187	-62.43238787	53.87017905
CPz	15.11828448	-73.13759675	59.08283969
CP4	62.54505629	-53.89306363	42.25757024
TP8	73.76393929	-28.87229191	-7.569565203
P5	-43.30074462	-71.7848145	13.35334661
P1	-10.961861	-86.45753511	27.784356699999996
P2	35.03705437	-79.89855386	24.55813784
P6	56.89959615	-62.89604123	1.841722812
PO7	-36.06685147	-70.7610349	-26.5085169
POz	11.29367718	-84.33396727	-10.31207961
PO8	44.49890227	-62.78879656	-32.52918948
Oz	7.63198295	-69.74423932	-43.4090359
P9	-52.37507893	-40.01424645	-45.92085341
P10	60.67606378	-33.835488	-53.95929369
TP9	-62.09436234	-22.20821669	-33.06448571
