onset	duration	trial_type	response_time	stim_file
6.0244	3.0343	face1r4ext_st	N/A	face1r4ext_st.mat
12.093	3.0007	face4r5ext_st	N/A	face4r5ext_st.mat
15.103	3.0007.1	vehicle2r2ext_st	N/A	vehicle2r2ext_st.mat
21.122	3.0006	fruits1r1ext_st	N/A	fruits1r1ext_st.mat
24.131	3.0007.2	face2r5ext_st	N/A	face2r5ext_st.mat
27.141	3.0006.1	vehicle1r1ext_st	N/A	vehicle1r1ext_st.mat
30.15	3.0007.3	animal3r5ext_st	N/A	animal3r5ext_st.mat
33.159	3.0007.4	animal4r1ext_st	N/A	animal4r1ext_st.mat
36.169	3.0008	chairs2r5ext_st	N/A	chairs2r5ext_st.mat
42.188	3.0006.2	face5r5ext_st	N/A	face5r5ext_st.mat
48.207	3.0006.3	fruits3r2ext_st	N/A	fruits3r2ext_st.mat
51.216	3.0007.5	fruits5r2ext_st	N/A	fruits5r2ext_st.mat
54.225	3.0007.6	animal2r5ext_st	N/A	animal2r5ext_st.mat
57.235	3.0007.7	fruits5r4ext_st	N/A	fruits5r4ext_st.mat
60.244	3.0007.8	face2r4ext_st	N/A	face2r4ext_st.mat
63.254	3.0007.9	fruits2r2ext_st	N/A	fruits2r2ext_st.mat
66.263	3.0007.10	vehicle5r2ext_st	N/A	vehicle5r2ext_st.mat
69.272	3.0007.11	fruits4r5ext_st	N/A	fruits4r5ext_st.mat
72.282	3.0008.1	face1r2ext_st	N/A	face1r2ext_st.mat
75.291	3.0008.2	animal3r2ext_st	N/A	animal3r2ext_st.mat
81.31	3.0006.4	animal1r3ext_st	N/A	animal1r3ext_st.mat
84.32	3.0007.12	animal4r3ext_st	N/A	animal4r3ext_st.mat
90.338	3.0006.5	fruits1r4ext_st	N/A	fruits1r4ext_st.mat
93.348	3.0006.6	animal4r4ext_st	N/A	animal4r4ext_st.mat
96.357	3.0007.13	animal2r3ext_st	N/A	animal2r3ext_st.mat
102.38	3.0005	face5r3ext_st	N/A	face5r3ext_st.mat
105.39	3.0008.3	animal1r4ext_st	N/A	animal1r4ext_st.mat
108.39	3.0007.14	animal3r1ext_st	N/A	animal3r1ext_st.mat
111.4	3.0006.7	fruits3r5ext_st	N/A	fruits3r5ext_st.mat
114.41	3.0007.15	fruits5r1ext_st	N/A	fruits5r1ext_st.mat
117.42	3.0007.16	chairs3r4ext_st	N/A	chairs3r4ext_st.mat
120.43	3.0007.17	vehicle3r2ext_st	N/A	vehicle3r2ext_st.mat
123.44	3.0007.18	vehicle4r5ext_st	N/A	vehicle4r5ext_st.mat
129.46	3.0005.1	face4r3ext_st	N/A	face4r3ext_st.mat
132.47	3.0007.19	fruits3r1ext_st	N/A	fruits3r1ext_st.mat
135.48	3.0007.20	vehicle4r1ext_st	N/A	vehicle4r1ext_st.mat
138.49	3.0007.21	chairs3r3ext_st	N/A	chairs3r3ext_st.mat
141.5	3.0007.22	animal5r2ext_st	N/A	animal5r2ext_st.mat
147.52	3.0005.2	fruits1r3ext_st	N/A	fruits1r3ext_st.mat
